"key","value"
"loc_psyker_female_a__blitz_shards_chain_a_01","Who else wants a present?"
"loc_psyker_female_a__blitz_shards_chain_a_02","Such wonderful toys!"
"loc_psyker_female_a__blitz_shards_chain_a_03","I could do this all day!"
"loc_psyker_female_a__blitz_shards_chain_a_04","Who wants to play ""catch""?"
"loc_psyker_female_a__blitz_shards_chain_a_05","I'm bringing presents ..."
"loc_psyker_female_a__blitz_smite_chain_a_01","Yes, it's shocking isn't it?"
"loc_psyker_female_a__blitz_smite_chain_a_02","Do you feel a tingle?"
"loc_psyker_female_a__blitz_smite_chain_a_03","Such power! Such delight!"
"loc_psyker_female_a__blitz_smite_chain_a_04","Limitless! Exquisite!"
"loc_psyker_female_a__blitz_smite_chain_a_05","From me, to you!"
"loc_psyker_female_a__bonding_conversation_exile_b_01","Indeed, Sibling ... but then again, they understand almost nothing at all. In fact, I think I saw one of the Zealots nearly choke to death trying to breathe."
"loc_psyker_female_a__bonding_conversation_headshot_extension_vet_a_psy_a_c_01","I know, but guns are heavy. I prefer to kill mind-to-mind."
"loc_psyker_female_a__bonding_conversation_lex_two_a_01","I don't understand your obsession with the Lex."
"loc_psyker_female_a__bonding_conversation_lex_two_c_01","It doesn’t protect our kind, so why defend it?"
"loc_psyker_female_a__bonding_conversation_lex_two_e_01","I … have never looked at it that way."
"loc_psyker_female_a__bonding_conversation_metropolitan_acceptable_b_01","Your kind always say that."
"loc_psyker_female_a__bonding_conversation_metropolitan_acceptable_d_01","True for some, maybe. The rest of us? Well, we're just ""acceptable losses"" aren't we?"
"loc_psyker_female_a__bonding_conversation_metropolitan_aggravate_a_01","The heretics seem especially affronted today. Was it something we said?"
"loc_psyker_female_a__bonding_conversation_metropolitan_aggravate_c_01","Thank you. It's good to know I'm appreciated."
"loc_psyker_female_a__bonding_conversation_metropolitan_aggravate_e_01","You don't really expect me tell you that without the thumbscrews, do you? Where are your standards?"
"loc_psyker_female_a__bonding_conversation_metropolitan_blind_a_01","You have a very focused way of regarding the world."
"loc_psyker_female_a__bonding_conversation_metropolitan_blind_c_01","I didn't say I approved. You're so lost in the light of the Throne that it blinds you."
"loc_psyker_female_a__bonding_conversation_metropolitan_dedication_b_01","They are doubtless saying the same about us ... the Fanatics, anyway."
"loc_psyker_female_a__bonding_conversation_metropolitan_dedication_d_01","Let me answer it thus: When did you last consider that you might not be the holiest man in the room?"
"loc_psyker_female_a__bonding_conversation_metropolitan_doubt_a_01","You should cultivate doubt. In my experience there is nothing more uncertain than certainty itself."
"loc_psyker_female_a__bonding_conversation_metropolitan_doubt_c_01","Yes, it's the difference between running ""to"" and running ""from""."
"loc_psyker_female_a__bonding_conversation_metropolitan_doubt_e_01","Yes, I could say much the same about you."
"loc_psyker_female_a__bonding_conversation_metropolitan_endeared_a_01","You don't seem to have endeared yourself to many of the others, Sibling."
"loc_psyker_female_a__bonding_conversation_metropolitan_endeared_c_01","I didn't say I disapproved. It's good that some of us have standards, at least."
"loc_psyker_female_a__bonding_conversation_metropolitan_enjoy_a_01","I hesitate to say this out loud, but I think I might be enjoying myself."
"loc_psyker_female_a__bonding_conversation_metropolitan_enjoy_c_01","And now you've ruined it. Thank you so much."
"loc_psyker_female_a__bonding_conversation_metropolitan_genius_a_01","One of our ""peers"" was complaining about you, Sibling."
"loc_psyker_female_a__bonding_conversation_metropolitan_genius_c_01","I quite agree. So many tiny minds around us all the time. I don't know how I stay sane."
"loc_psyker_female_a__bonding_conversation_metropolitan_glorious_body_b_01","Oh, so you're las-proof now, are you?"
"loc_psyker_female_a__bonding_conversation_metropolitan_glorious_body_d_01","Fine comfort that is ..."
"loc_psyker_female_a__bonding_conversation_metropolitan_hobby_b_01","Yes, it was a mercy to kill him. Though perhaps you shouldn't enjoy it so much?"
"loc_psyker_female_a__bonding_conversation_metropolitan_hobby_d_01","It might be that you should find another."
"loc_psyker_female_a__bonding_conversation_metropolitan_idiots_a_01","Unfortunately, there is no escaping the conclusion that we are surrounded by idiots."
"loc_psyker_female_a__bonding_conversation_metropolitan_idiots_c_01","Yes, incapable of carrying a conversation in a bucket, most of them."
"loc_psyker_female_a__bonding_conversation_metropolitan_jumble_a_01","I do wonder about Zola. Her thoughts are jumbled up and often contradictory."
"loc_psyker_female_a__bonding_conversation_metropolitan_jumble_c_01","I suspect she is more fragile than she seems."
"loc_psyker_female_a__bonding_conversation_metropolitan_move_within_b_01","Ugh. No wonder I feel so bloated. "
"loc_psyker_female_a__bonding_conversation_metropolitan_move_within_d_01","Kindly refrain from offering up such disturbing images."
"loc_psyker_female_a__bonding_conversation_metropolitan_purged_b_01","Yes, yes, yes. I knew that was coming."
"loc_psyker_female_a__bonding_conversation_metropolitan_purged_d_01","""I'm bored now, burn it all!"" The first resort of the Fanatic."
"loc_psyker_female_a__bonding_conversation_metropolitan_purged_f_01","I know what I meant."
"loc_psyker_female_a__bonding_conversation_metropolitan_tense_a_01","You look very tense, Fanatic. Are you sleeping well?"
"loc_psyker_female_a__bonding_conversation_metropolitan_tense_c_01","I, for one. Sometimes it is better to accept one's helplessness in the face of grinding, unstoppable stupidity."
"loc_psyker_female_a__bonding_conversation_metropolitan_tense_e_01","You see? Unstoppable."
"loc_psyker_female_a__bonding_conversation_metropolitan_trudge_a_01","Surely there must be another way of achieving our goals with us having to trudge our way through the filth?"
"loc_psyker_female_a__bonding_conversation_metropolitan_trudge_c_01","The odious man. He delights in cruelty!"
"loc_psyker_female_a__bonding_conversation_metropolitan_trudge_e_01","That kind of sentimentality I could do without!"
"loc_psyker_female_a__bonding_conversation_mouthy_b_01","Oh really? Because some mystical bolt will smite me down. Oh ... Wait ... I'm the one who does that."
"loc_psyker_female_a__bonding_conversation_mouthy_d_01","If you think so. Just remember about those mystical bolts though ..."
"loc_psyker_female_a__bonding_conversation_round_three_advice_a_01","Tell me, has your Beloved any advice for us today?"
"loc_psyker_female_a__bonding_conversation_round_three_advice_c_01","Very enlightening."
"loc_psyker_female_a__bonding_conversation_round_three_attention_b_01","I would say I'm paying exactly the right amount of attention ... to you, at least."
"loc_psyker_female_a__bonding_conversation_round_three_attention_d_01","Did anyone else hear something? ... No, must have been a Pox Hound howling in the distance."
"loc_psyker_female_a__bonding_conversation_round_three_aura_b_01","It's called ""having a free spirit"". Not all of us were broken and used as bloodhounds."
"loc_psyker_female_a__bonding_conversation_round_three_aura_d_01","Thank you for proving my point. You practically beg to be beaten."
"loc_psyker_female_a__bonding_conversation_round_three_bearable_b_01","And I confess, Fanatic, that thou art sometimes bearable company."
"loc_psyker_female_a__bonding_conversation_round_three_bearable_d_01","Yes, only sometimes. Don't get greedy."
"loc_psyker_female_a__bonding_conversation_round_three_candles_a_01","Admit it, you're jealous that I can kill people with my mind."
"loc_psyker_female_a__bonding_conversation_round_three_candles_c_01","Oh, you've no idea. So many little candles, waiting to be snuffed out. One by one ..."
"loc_psyker_female_a__bonding_conversation_round_three_candles_e_01","... little lights, fading into the darkness, cold and alone. Shivering, screaming ..."
"loc_psyker_female_a__bonding_conversation_round_three_coconut_b_01","I can't say that I have, no. Why do you ask?"
"loc_psyker_female_a__bonding_conversation_round_three_coconut_d_01","And looks like death?"
"loc_psyker_female_a__bonding_conversation_round_three_collected_a_01","You are always so calm and collected."
"loc_psyker_female_a__bonding_conversation_round_three_collected_c_01","It wasn't a compliment. I sometimes wonder if blood even flows in your veins."
"loc_psyker_female_a__bonding_conversation_round_three_collected_e_01","Ah ... I make no promises."
"loc_psyker_female_a__bonding_conversation_round_three_collected_g_01","I make no promises."
"loc_psyker_female_a__bonding_conversation_round_three_compliment_b_01","And you remain a mistress of the left-handed compliment."
"loc_psyker_female_a__bonding_conversation_round_three_compliment_d_01","Nor is a lifetime of persecution."
"loc_psyker_female_a__bonding_conversation_round_three_compliment_f_01","Time will tell."
"loc_psyker_female_a__bonding_conversation_round_three_creed_a_01","Is there any room for truth in your Imperial Creed, Fanatic?"
"loc_psyker_female_a__bonding_conversation_round_three_creed_c_01","Your truth, you mean."
"loc_psyker_female_a__bonding_conversation_round_three_cynic_a_01","You seem almost content with your lot. Are you an idiot?"
"loc_psyker_female_a__bonding_conversation_round_three_cynic_c_01","Ah ... You're worse than an idiot. You're a cynic."
"loc_psyker_female_a__bonding_conversation_round_three_dignity_b_01","I'll comport myself how I like. Besides, you might have chosen to be here. I didn't."
"loc_psyker_female_a__bonding_conversation_round_three_dignity_d_01","I'd be more than content if he stopped moving me around, thank you very much."
"loc_psyker_female_a__bonding_conversation_round_three_direction_b_01","Just follow me, Brute. "
"loc_psyker_female_a__bonding_conversation_round_three_direction_d_01","I don't. I just don't let it worry me."
"loc_psyker_female_a__bonding_conversation_round_three_discipline_b_01","I'll have you know I've been threatened by experts. "
"loc_psyker_female_a__bonding_conversation_round_three_discipline_d_01","Yes, they used to say that as well. At least try to be original."
"loc_psyker_female_a__bonding_conversation_round_three_familiar_b_01","I can't help it ... They have such tiny, fizzing minds. I sometimes can't tell which I'd like to extinguish first."
"loc_psyker_female_a__bonding_conversation_round_three_familiar_d_01","Hah! I'm only joking. Probably."
"loc_psyker_female_a__bonding_conversation_round_three_fascination_b_01","Is that admiration I hear? Perhaps a bit of ... fascination?"
"loc_psyker_female_a__bonding_conversation_round_three_fascination_d_01","You are! You're fascinated by me. How ... dangerous of you."
"loc_psyker_female_a__bonding_conversation_round_three_favour_b_01","I'm more concerned about what Morrow might do. Tiny brain, big mouth. Fragile ego. Like so many men."
"loc_psyker_female_a__bonding_conversation_round_three_favour_d_01","Yes, very reassuring. I feel better already."
"loc_psyker_female_a__bonding_conversation_round_three_flamboyant_b_01","I can't tell if that's a compliment or a criticism?"
"loc_psyker_female_a__bonding_conversation_round_three_flamboyant_d_01","Then perhaps I shall choose to only be slightly offended ... and slightly pleased."
"loc_psyker_female_a__bonding_conversation_round_three_friends_b_01","I'm honestly not sure, Brute."
"loc_psyker_female_a__bonding_conversation_round_three_friends_d_01","Then we are friends. Just don't tell anyone."
"loc_psyker_female_a__bonding_conversation_round_three_full_a_01","I don't know where you get your enthusiasm. Five minutes of this and I'm ready to sit down."
"loc_psyker_female_a__bonding_conversation_round_three_full_c_01","Yes, you are definitely full of something."
"loc_psyker_female_a__bonding_conversation_round_three_good_team_b_01","What about me?"
"loc_psyker_female_a__bonding_conversation_round_three_good_team_d_01","It sounds to me like you're doing all the work."
"loc_psyker_female_a__bonding_conversation_round_three_grey_a_01","Your mind is full of regulations and duty. It's very grey and very depressing."
"loc_psyker_female_a__bonding_conversation_round_three_grey_c_01","That's really what you think? What a horrible way to live."
"loc_psyker_female_a__bonding_conversation_round_three_grey_e_01","Ugh. There's no saving some people."
"loc_psyker_female_a__bonding_conversation_round_three_ignorance_a_01","You are an uncomplicated soul, Fanatic."
"loc_psyker_female_a__bonding_conversation_round_three_ignorance_c_01","Ignorance is truly a shield."
"loc_psyker_female_a__bonding_conversation_round_three_ignorance_e_01","I think I prefer to wallow in grey a while longer."
"loc_psyker_female_a__bonding_conversation_round_three_implant_a_01","Does that implant of yours hurt, Brute?"
"loc_psyker_female_a__bonding_conversation_round_three_implant_c_01","Does that stop it tingling? "
"loc_psyker_female_a__bonding_conversation_round_three_implant_e_01","Then why do it?"
"loc_psyker_female_a__bonding_conversation_round_three_implant_g_01","I give up!"
"loc_psyker_female_a__bonding_conversation_round_three_intellect_a_01","It is such a relief to have a comparable intellect to converse with."
"loc_psyker_female_a__bonding_conversation_round_three_intellect_c_01","I take it back. You're no better than the rest."
"loc_psyker_female_a__bonding_conversation_round_three_laxity_b_01","And yet I feel like there's a ""but"" approaching this conversation ..."
"loc_psyker_female_a__bonding_conversation_round_three_laxity_d_01","Is this really what friendship is among the faithful? How depressing."
"loc_psyker_female_a__bonding_conversation_round_three_medal_b_01","Really? Can I see it?"
"loc_psyker_female_a__bonding_conversation_round_three_medal_d_01","Why not?"
"loc_psyker_female_a__bonding_conversation_round_three_mellow_a_01","I keep waiting for you to mellow, fanatic, but somehow it never seems to happen."
"loc_psyker_female_a__bonding_conversation_round_three_mellow_c_01","Yes, more's the pity ... Is there not one iota of something human beneath all that dogma?"
"loc_psyker_female_a__bonding_conversation_round_three_nasty_b_01","If I was, you'd know, wouldn't you?"
"loc_psyker_female_a__bonding_conversation_round_three_nasty_d_01","And maybe I'm just testing you."
"loc_psyker_female_a__bonding_conversation_round_three_nasty_f_01","You're only saying that because you're losing."
"loc_psyker_female_a__bonding_conversation_round_three_nicer_b_01","That's right, I could, but what would it get me?"
"loc_psyker_female_a__bonding_conversation_round_three_nicer_d_01","If it was, we'd only die of rad-poisoning or get eaten alive."
"loc_psyker_female_a__bonding_conversation_round_three_nicer_f_01","You're welcome."
"loc_psyker_female_a__bonding_conversation_round_three_pretext_a_01","Admit it: if heretics didn't exist, you'd find some other pretext for killing."
"loc_psyker_female_a__bonding_conversation_round_three_pretext_c_01","And who decides what constitutes righteousness?"
"loc_psyker_female_a__bonding_conversation_round_three_pretext_e_01","So you make the rules ... or should I say, the ""pretext""?"
"loc_psyker_female_a__bonding_conversation_round_three_relax_a_01","You are always so intense, Fanatic. You should try to relax."
"loc_psyker_female_a__bonding_conversation_round_three_relax_c_01","Never mind. I can see I'm wasting my breath."
"loc_psyker_female_a__bonding_conversation_round_three_reliable_b_01","And that was almost a compliment."
"loc_psyker_female_a__bonding_conversation_round_three_reliable_d_01","Does that mean we're almost friends?"
"loc_psyker_female_a__bonding_conversation_round_three_reliable_f_01","Then maybe I'll be your first."
"loc_psyker_female_a__bonding_conversation_round_three_salvation_b_01","If I fight hard, there'll be no need for anyone to save me."
"loc_psyker_female_a__bonding_conversation_round_three_salvation_d_01","What a comfort you are ..."
"loc_psyker_female_a__bonding_conversation_round_three_scowl_a_01","You're always scowling, Brute."
"loc_psyker_female_a__bonding_conversation_round_three_scowl_c_01","What about?"
"loc_psyker_female_a__bonding_conversation_round_three_screams_b_01","It is ... strangely pleasing. I'm sure I never used to be this psychotic. It must be the company I keep."
"loc_psyker_female_a__bonding_conversation_round_three_screams_d_01","Yes. I rather thought you were."
"loc_psyker_female_a__bonding_conversation_round_three_serious_a_01","You're always so serious. Lighten up ... maybe you'll start to enjoy life a little"
"loc_psyker_female_a__bonding_conversation_round_three_serious_c_01","Oh my dear Roughneck ... we're all going to get killed anyway. "
"loc_psyker_female_a__bonding_conversation_round_three_service_b_01","Be sure to tell Grendyl. Maybe he'll let me go."
"loc_psyker_female_a__bonding_conversation_round_three_service_d_01","Yes, I was rather afraid you'd say that."
"loc_psyker_female_a__bonding_conversation_round_three_sneak_b_01","Me? I don't sneak anywhere. Just because I don't stomp around like an Ogryn."
"loc_psyker_female_a__bonding_conversation_round_three_sneak_d_01","Yes, yes, yes. A likely story."
"loc_psyker_female_a__bonding_conversation_round_three_spared_b_01","Spare my life? How many times have you tried to kill me, exactly?"
"loc_psyker_female_a__bonding_conversation_round_three_spared_d_01","Forgive me for thinking my own murder an ""insubstantial detail""."
"loc_psyker_female_a__bonding_conversation_round_three_spiders_b_01","Why don't you trust me? Afraid I might conjure some flesh-eating spiders to eat you alive?"
"loc_psyker_female_a__bonding_conversation_round_three_spiders_d_01","Hush, my dear. Try not to think about it."
"loc_psyker_female_a__bonding_conversation_round_three_squirrel_a_01","You have a troubled mind, Sibling."
"loc_psyker_female_a__bonding_conversation_round_three_squirrel_c_01","What! Where?"
"loc_psyker_female_a__bonding_conversation_round_three_squirrel_e_01","You said you saw a ptera-squirrel."
"loc_psyker_female_a__bonding_conversation_round_three_stillness_b_01","Perhaps it's because people are always trying to kill me? Did you ever consider that?"
"loc_psyker_female_a__bonding_conversation_round_three_stillness_d_01","You do what works for you, and I'll do what works for me. Yes?"
"loc_psyker_female_a__bonding_conversation_round_three_team_protocol_b_01","Protocol has been the means of oppression my whole life. I would happily see it all burn."
"loc_psyker_female_a__bonding_conversation_round_three_team_protocol_d_01","A pretty lie. But it's still a lie."
"loc_psyker_female_a__bonding_conversation_round_three_tougher_b_01","Oh, how your words wound me. However will I survive?"
"loc_psyker_female_a__bonding_conversation_round_three_tougher_d_01","No, no. I think I've grasped the core of your argument."
"loc_psyker_female_a__bonding_conversation_round_three_trust_b_01","Trust? It's not often I hear that word."
"loc_psyker_female_a__bonding_conversation_round_three_trust_d_01","No promises ... but I'll try."
"loc_psyker_female_a__bonding_conversation_round_three_voices_b_01","You mean your Beloved? "
"loc_psyker_female_a__bonding_conversation_round_three_voices_d_01","Erm ... I will certainly try."
"loc_psyker_female_a__bonding_conversation_round_three_watcher_a_01","You've been watching me. Don't try to deny it."
"loc_psyker_female_a__bonding_conversation_round_three_watcher_c_01","So you see me as a threat?"
"loc_psyker_female_a__bonding_conversation_round_three_wrath_b_01","You couldn't handle more than a fraction of it. My inheritance is that of a people brutalised and abused by your kind. My rage? Hah! You know nothing of it."
"loc_psyker_female_a__calling_for_help_01","Help!"
"loc_psyker_female_a__calling_for_help_02","Help me!"
"loc_psyker_female_a__calling_for_help_03","Help me, simpletons!"
"loc_psyker_female_a__calling_for_help_04","Aaaargh!"
"loc_psyker_female_a__calling_for_help_05","I need help!"
"loc_psyker_female_a__calling_for_help_06","Don't leave me!"
"loc_psyker_female_a__calling_for_help_07","Help! Help!"
"loc_psyker_female_a__calling_for_help_08","Simpletons?"
"loc_psyker_female_a__calling_for_help_09","Help me! I insist!"
"loc_psyker_female_a__calling_for_help_10","Will no one help?"
"loc_psyker_female_a__com_wheel_vo_enemy_over_here_01","Enemy spotted!"
"loc_psyker_female_a__com_wheel_vo_enemy_over_here_02","Enemy spotted!"
"loc_psyker_female_a__com_wheel_vo_enemy_over_here_03","Enemy sighted!"
"loc_psyker_female_a__com_wheel_vo_enemy_over_here_04","Enemy sighted!"
"loc_psyker_female_a__com_wheel_vo_enemy_over_here_05","Enemy!"
"loc_psyker_female_a__com_wheel_vo_enemy_over_here_06","Enemy!"
"loc_psyker_female_a__com_wheel_vo_follow_you_01","Watching your back!"
"loc_psyker_female_a__com_wheel_vo_follow_you_02","Watching your back!"
"loc_psyker_female_a__com_wheel_vo_follow_you_03","I'm with you!"
"loc_psyker_female_a__com_wheel_vo_follow_you_04","I'm with you!"
"loc_psyker_female_a__com_wheel_vo_follow_you_05","Following your lead!"
"loc_psyker_female_a__com_wheel_vo_follow_you_06","Following your lead!"
"loc_psyker_female_a__com_wheel_vo_for_the_emperor_01","""For the Emperor"" ... I'm sure ..."
