key,value
loc_talent_adamant_stance_ranged_kills_transfer_ammo_desc,Під час {stance_name:%s} вбивства на відстані відновлюють до {ammo:%s} набоїв у магазині з резерву. Перезарядка: {cooldown:%s}с.
loc_talent_adamant_terminus_warrant_improved_alt_desc,"Перемикання на зброю ближнього бою з {talent_max_stacks:%s} стаками правосуддя ближнього бою надає {melee_rending:%s} пробиття у ближньому бою, доки стаки не вичерпаються або не буде виконано перемикання на дистанційну зброю.
Перемикання на дистанційну зброю з {talent_max_stacks:%s} стаками правосуддя дистанційного бою надає {crit_damage:%s} шкоду критичного удару та {weakspot_damage:%s} шкоду по слабких місцях, доки стаки не вичерпаються або не буде виконано перемикання на зброю ближнього бою."
loc_talent_adamant_terminus_warrant_ranged_alt_desc,"Поки гравець має стаки правосуддя дистанційного бою, він отримує {reload_speed:%s} швидкості перезарядки."
loc_talent_adamant_terminus_warrant_shortened_alt_desc,"Атаки на відстані надають стаки правосуддя ближнього бою за кожного влученого ворога (макс. {max_stacks:%s}). Удари в ближньому бою знімають {melee_remove:%s} стак(ів).
Поки гравець має стаки Правосуддя ближнього бою, він наносить {melee_damage:%s} шкоди у ближньому бою та {melee_impact:%s} сили імпульсу у ближньому бою.
Удари в ближньому бою надають стаки правосуддя дистанційного бою (макс. {max_stacks:%s}). Атаки на відстані знімають {ranged_remove:%s} стак(ів) за кожного влученого ворога.
Поки гравець має стаки правосуддя дистанційного бою, він наносить {ranged_damage:%s} шкоди на відстані, {ranged_cleave:%s} розсічення на відстані та {suppression:%s} пригнічення."
loc_talent_adamant_terminus_warrant_toughness_desc,"Поки гравець має стаки правосуддя ближнього бою, він додатково отримує {melee_toughness:%s} відновлення щитів у ближньому бою, а союзники в єдності відновлюють {toughness:%s} від будь-якої кількості щитів, яку гравець відновлює."
loc_talent_adamant_terminus_warrant_upgrade_alt_desc,"Перемикання на зброю ближнього бою, маючи {swap_stacks:%s} або більше стаків правосуддя ближнього бою, надає {melee_attack_speed:%s} швидкості атаки у ближньому бою, доки стаки не вичерпаються або не буде виконано перемикання на дистанційну зброю.
Перемикання на дистанційну зброю, маючи {swap_stacks:%s} або більше стаків правосуддя дистанційного бою, надає {fire_rate:%s} швидкості стрільби, доки стаки не вичерпаються або не буде виконано перемикання на зброю ближнього бою."
loc_talent_adamant_wield_speed_aura,Нещадна ефективність
loc_talent_ability_adamant_grenade_improved,Граната Арбітра
loc_talent_ability_adamant_grenade_improved_description,"Кидає гранату арбітів, що вибухає після короткої затримки. {charges:%s} макс. гранат.
Це покращена версія {talent_name:%s}."
loc_talent_ability_detonate,Дистанційний підрив
loc_talent_ability_detonate_description,Спричинити вибух у місці перебування кібер-мастифа. Збиває з рівноваги та вражає струмом навколишніх ворогів. {max_charges:%s} зарядів. {cooldown:%s}с перезарядка.
loc_talent_ability_shock_mine,Вольтова шок-міна
loc_talent_ability_shock_mine_description,"Кинути {talent_name:%s}, що активується при падінні.

Протягом {duration:%s}с вражає струмом усіх ворогів у радіусі {range:%s}м."
loc_talent_adamant_ammo_belt,Пояс з набоями
loc_talent_adamant_ammo_belt_desc,{ammo:%s} ємність набоїв.
loc_talent_adamant_armor,Броня арбітра
loc_talent_adamant_armor_desc,{toughness:%s} щитів.
loc_talent_adamant_close_kills_restore_toughness,Впритул
loc_talent_adamant_close_kills_restore_toughness_desc,Відновити {toughness:%s} щитів за близьке вбивство.
loc_talent_adamant_damage_after_reloading,Спустошливий вогонь
loc_talent_adamant_damage_after_reloading_desc,{damage:%s} шкоди в дальньому бою протягом {duration:%s}с після перезарядки.
loc_talent_adamant_dog_attacks_electrocute,Вольтове підсилення щелеп
loc_talent_adamant_dog_attacks_electrocute_desc,"Кібер-мастиф вражає струмом ворогів, яких атакує, протягом {duration:%s}с."
loc_talent_adamant_dog_pounces_bleed_nearby,Лезощелепне підсилення
loc_talent_adamant_dog_pounces_bleed_nearby_desc,"Вороги, відкинуті стрибком кібер-мастифа, отримують {stacks:%s} рівн(ів) кровотечі."
loc_talent_adamant_elite_special_kills_offensive_boost,Не втечеш
loc_talent_adamant_elite_special_kills_offensive_boost_alt_desc,{damage:%s} до шкоди та {movement_speed:%s} до швидкості руху за вбивство еліти чи спеціаліста. Тривалість {duration:%s}с.
loc_talent_adamant_elite_special_kills_replenish_toughness,Ціль знешкоджено
loc_talent_adamant_elite_special_kills_replenish_toughness_desc,Миттєво відновити {instant_toughness:%s} щитів і ще {toughness:%s} щитів протягом {duration:%s}с за вбивство еліти чи спеціаліста.
loc_talent_adamant_melee_weakspot_hits_count_as_stagger,Оглушливість
loc_talent_adamant_melee_weakspot_hits_count_as_stagger_desc,Удари по слабкому місцю в ближньому бою збивають ворога з рівноваги на {duration:%s}с.
loc_talent_adamant_multiple_hits_attack_speed,Молот суду
loc_talent_adamant_multiple_hits_attack_speed_desc,{melee_attack_speed:%s} до швидкості атаки у ближньому бою протягом {duration:%s}с після влучання по {hits:%s} чи більше ворогах однією атакою.
loc_talent_adamant_perfect_block_damage_boost,Сила відплати
loc_talent_adamant_perfect_block_damage_boost_alt_desc,Надає {block_cost:%s} зменшення витрат блоку. За ідеальний блок надається {damage:%s} шкоди та {attack_speed:%s} швидкості атаки протягом {duration:%s}с.
loc_talent_adamant_shield_plates,Щитові панелі
loc_talent_adamant_shield_plates_alt_desc,Під час блоку відновлює {toughness:%s} щитів протягом {duration:%s}с. За ідеальний блок миттєво відновлює {perfect_toughness:%s} щитів. {cooldown:%s}с перезарядка.
loc_talent_adamant_staggers_replenish_toughness,Сила волі
loc_talent_adamant_staggers_replenish_toughness_melee_desc,Відновити {toughness:%s} щитів під час збивання з рівноваги атакою у ближньому бою.
loc_talent_adamant_stamina_regens_toughness,Залишитись на ногах
loc_talent_adamant_stamina_spent_replenish_toughness_desc,Витрачання {stamina:%s} витривалості відновлює {toughness:%s} щитів протягом {duration:%s}с.
loc_talent_adamant_toughness_regen_near_companion,Людина і Пес
loc_talent_adamant_toughness_regen_near_companion_desc,"Відновити {toughness:%s} щитів щосекунди, перебуваючи в межах {range:%s}м від кібер-мастифа."
loc_talent_adamant_forceful,Непохитна сила
loc_talent_adamant_forceful_base_alt_desc,"Збивання з рівноваги та заблоковані атаки надають рів(н)і {forceful_name:%s}. Тривалість {duration:%s}с, накладається до {stacks:%s} разів. Кожен рівень надає {impact:%s} сили імпульсу та {dr:%s} спротиву шкоді. Один рівень знімається при отриманні шкоди."
loc_talent_adamant_limit_dmg_taken_from_hits,Залізна воля
loc_talent_adamant_limit_dmg_taken_from_hits_desc,Обмежує максимальну шкоду по здоров’ю від однієї атаки до {limit:%s}.
loc_talent_adamant_disable_companion_replenish_split_desc,"Гравець більше не супроводжуєшся кібермастифом. Отримується {tdr:%s} зменшення шкоди по щитах, {attack_speed:%s} швидкості атаки, {damage:%s} шкоди та {charges:%s} додаткових зарядів для бліц-умінь.
Гравець також поповнює заряди свого бліц-уміння залежно від обраного. {grenade_blitz_name:%s} кожні {grenade_time:%s} с {shock_mine_name:%s} кожні {time_shock_mine:%s} с."
loc_talent_ability_area_buff_drone_improved_description,"Розгорнути Нунціо-Аквілу в обраному напрямку.

Союзники в радіусі {range:%s}м щосекунди відновлюють {toughness:%s} щитів, отримують {suppression:%s} до пригнічення, {impact:%s} до імпульсу, {recoil:%s} до віддачі, а також стають невразливими до оглушення, сповільнення та пригнічення.

Вороги в радіусі {range:%s}м отримують {damage_taken:%s} додаткової шкоди.

Тривалість {duration:%s}с. Перезарядка: {cooldown:%s}с.

Це покращена версія {nuncio_name:%s}."
loc_talent_adamant_stance_ability_power_description,"Увійти в стан {talent_name:%s} на {duration:%s}с, під час якого ви отримуєте {movement_speed:%s} швидкості руху, {damage_taken:%s} зменшення отримуваної шкоди, {strength:%s} сили, {movement_reduction:%s} зменшення штрафу до швидкості руху від дій, але не можете бігти спринтом. Під час активації ви повністю відновлюєте щити.

Базова перезарядка: {cooldown:%s}с."
loc_talent_adamant_stance_ranged_kills_transfer_ammo_no_cd_desc,"Під час {stance_name:%s} вбивства з дистанційної зброї відновлюють до {ammo:%s} загального запасу набоїв у магазині з резерву, з округленням у більшу сторону. Може спрацьовувати один раз за атаку."
loc_talent_adamant_terminus_warrant_cdr_desc,Витрачання {stacks:%s} стаків надає {cdr:%s} відновлення перезарядки здібності протягом {duration:%s}с.
loc_talent_adamant_terminus_warrant_new_desc,"Дистанційні атаки надають стаки ближньої справедливості за кожного влученого ворога (макс. {max_stacks:%s}); влучання у слабке місце надають {weakspot_stacks:%s} стаків. Використання основної зброї витрачає ці стаки ближньої справедливості, надаючи {melee_strength:%s} сили у ближньому бою та {tdr:%s} зменшення шкоди по шитах на {melee_duration:%s}с.

Удари у ближньому бою надають стаки дистанційної справедливості (макс. {max_stacks:%s}). Використання вторинної зброї витрачає ці стаки дистанційної справедливості, надаючи {ranged_strength:%s} сили дистанційної зброї, {ranged_cleave:%s} до пробиття дистанційною зброєю та {suppression:%s} до пригнічення на {ranged_duration:%s}с."
loc_talent_adamant_terminus_warrant_support_desc,За кожен витрачений стак відновлюється {toughness:%s} щитів вам і союзникам у Єдності.
