key,value
loc_talent_psyker_force_staff_both_bonus_desc,"{damage:%s} до шкоди основних атак посоха сили, після повністю зарядженої вторинної атаки силового посоха. Тривалість {time:%s} с.

{secondary_damage:%s} до шкоди вторинних атак силового посоха, після основної атаки посоха сили. Тривалість {secondary_time:%s} с."
loc_talent_psyker_force_staff_quick_attack_bonus,Емпіричний шок
loc_talent_psyker_force_staff_quick_attack_bonus_desc,"Жертви основної атаки посоха сили, отримують на {damage_taken:%s} більше варп-шкоди. Максимум {max_stacks:%s} стаків. Тривалість {duration:%s} с."
loc_talent_psyker_improved_dodge,Передчуття
loc_talent_psyker_improved_dodge_description,"Подовжується час ухилення на {dodge_linger_time:%s} та збільшує кількість ухилень, перш ніж вони стають неефективними, на {extra_consecutive_dodges:%s}."
loc_talent_psyker_increase_empower_chain_lighting_chance,Біо-магніт
loc_talent_psyker_increase_empower_chain_lighting_chance_description,Підвищує шанс отримати {talent_name:%s} при вбивстві з {proc_chance_before:%s} до {proc_chance_after:%s}.
loc_talent_psyker_increased_empowered_chain_lightning_stacks,Повний заряд
loc_talent_psyker_increased_empowered_chain_lightning_stacks_description,Гравець тепер може накопичувати до {max_stacks:%s} стаків {talent_name:%s}.
loc_talent_psyker_increased_souls,Варп-батарея
loc_talent_psyker_increased_souls_desc,Можна зберігати до {soul_amount:%s} зарядів варпу.
loc_talent_psyker_increased_vent_speed,Міцність
loc_talent_psyker_increased_vent_speed_description,Збільшується швидкість розсіювання перегріву на {vent_speed:%s}.
loc_talent_psyker_killing_enemy_with_warpfire_boosts_duration_desc,Вбивство ворога за допомогою випалення душі відновлює {toughness:%s} щитів протягом {duration:%s} с і надає {crit_chance:%s} шансу критичного удару на цей же час.
loc_talent_psyker_kills_stack_other_weapon_damage,Зловісний імпульс
loc_talent_psyker_kills_stack_other_weapon_damage_both_description,"{warp_damage:%s} до шкоди варп-атак протягом {duration:%s}с після вбивства, не пов’язаного з варпом. Накопичується до {stacks:%s} разів.

{non_warp_damage:%s} до шкоди неварпових атак протягом {duration:%s}с після варп-вбивства. Накопичується до {stacks:%s} разів."
loc_talent_psyker_melee_attack_speed,Блискавична швидкість
loc_talent_psyker_melee_attack_speed_desc,{melee_attack_speed:%s} до швидкості ближнього бою.
loc_talent_psyker_melee_weaving,Під тріск кісток
loc_talent_psyker_melee_weaving_desc,Убивства у слабке місце в ближньому бою розсіюють {vent:%s} перегріву та зменшують подальше його накопичення на {warp_generation:%s} протягом {duration:%s} с.
loc_talent_psyker_nearby_soulblaze_reduced_damage,Пожирач душ
loc_talent_psyker_no_movement_penalty_quell_reload_desc,Швидкість руху гравця не знижується під час розсіювання перегріву або перезарядки.
loc_talent_psyker_overcharge_infinite_casting,Розкутий варп
loc_talent_psyker_overcharge_infinite_casting_desc,{talent_name:%s} тепер також запобігає перевантаженню від прегріву варпу під час дії його залишкового ефекту.
loc_talent_psyker_quell_on_kill_and_reduction_desc,{warp_charge_reduction:%s} до накопичення перегріву. {chance:%s} шансу розсіяти {warp_charge_percent:%s} перегрів при вбивстві.
loc_talent_psyker_ranged_crits_vent,Спокій через різанину
loc_talent_psyker_ranged_crits_vent_desc,Критичні удари неварповою дальньою зброєю розсіюють {percent:%s} перегріву.
loc_talent_psyker_reduced_warp_charge_cost_venting_speed,Внутрішній спокій
loc_talent_psyker_reduced_warp_charge_cost_venting_speed_desc,{warp_charge_amount:%s} до зменшення накопичення перегріву за кожен заряд варпу.
loc_talent_psyker_shout_damage_per_warp_charge,Розрив варпу
loc_talent_psyker_shout_reduces_warp_charge_generation,Заспокійливий вибух
loc_talent_psyker_shout_reduces_warp_charge_generation_description,"{talent_name:%s} тепер зменшує накопичення перегріву на {warp_generation:%s} за кожного влученого ворога, накопичується до {max_stacks:%s} стаків. Тривалість {duration:%s} с."
loc_talent_psyker_shout_vent_warp_charge,Видих варпу
loc_talent_psyker_shout_vent_warp_charge_description,"Вивільняє хвилю варп-енергії, що збиває ворогів перед гравцем з рівноваги. Розсіює {warpcharge_vent:%s} перегріву.

Базова перезарядка: {cooldown:%s} с

Це посилена версія {talent_name:%s}."
loc_talent_psyker_smite_on_hit,Кінетичний здирач
loc_talent_psyker_smite_on_hit_special_elite_desc,"Усі атаки проти спеціалістів, елітних  ворогів і потвор мають {smite_chance:%s} ймовірності застосувати {talent_name:%s} до цілі. Це не може спрацювати під час критичного перегріву і має перезарядку {time:%s}с."
loc_talent_psyker_souls,Варп-сифон
loc_talent_psyker_souls_new_desc,"Вбивство еліти або спеціаліста надає гравцеві заряд варпу на {duration:%s}с, накопичуючись до {stack:%s} стак(ів). кожен стак підвищує базову шкоду на {damage:%s}.

Наступна бойова здібність витрачає всі наявні заряди варпу, зменшуючи перезарядку цієї здібності на {cooldown_reduction:%s} за кожен заряд варпу."
loc_talent_psyker_souls_on_kill_coop,Психічний вампір
loc_talent_psyker_souls_on_kill_coop_desc,"Кожного разу, коли гравець або союзник у єдності вбиває ворога, є {soul_chance:%s} ймовірності отримати заряд варпу."
loc_talent_psyker_stat_mix,Привид варпу
loc_talent_psyker_stat_mix_desc,"{peril_reduction:%s} пасивного розсіювання, {stamina:%s} витривалості та {toughness_replenish:%s} відновлення щитів."
loc_talent_psyker_throwing_knives_cast_speed_description,{talent_name:%s} заряджається на {recharge%s} швидше.
loc_talent_psyker_throwing_knives_pierce,Уламки етеру
loc_talent_psyker_throwing_knives_pierce_description,Снаряди з {talent_name:%s} тепер пробивають додаткові цілі.
loc_talent_psyker_throwing_knives_reduced_cooldown,Швидкі уламки
loc_talent_psyker_toughness_damage_reduction_from_warp_charge,Єдиний із варпом
loc_talent_psyker_toughness_damage_reduction_from_warp_charge_desc,Отримання зменшеної шкоди по щитам від {min_damage:%s} до {max_damage:%s} залежно від поточного перегріву.
loc_talent_psyker_toughness_from_vent,Безмовність
loc_talent_psyker_toughness_from_vent_and_gen_desc,"Відновлення {toughness:%s} щитів за кожен {warp_charge:%s} перегріву, що був згашений або ж згенероаний."
loc_talent_psyker_toughness_on_warp_kill,Крадій душ
loc_talent_psyker_toughness_on_warp_kill_desc,Відновлення {toughness:%s} щитів при вбивстві варп-атакою.
loc_talent_psyker_toughness_regen_on_soul,Жнива сутності
loc_talent_psyker_toughness_regen_on_soul_desc,Відновлення {toughness:%s} щитів протягом {time:%s}с після отримання заряду варпу. Отримання нового заряду варпу під час цього ефекту скидає таймер.
loc_talent_psyker_venting_doesnt_slow,Розум у русі
loc_talent_psyker_warp_attacks_rending,Пронзання душі
loc_talent_psyker_warp_attacks_rending_alt_desc,"До {rending:%s} пробиття у варп-атаках, залежно від перегріву."
loc_talent_psyker_warp_glass_cannon,Емпірична рішучість
loc_talent_psyker_warp_glass_cannon_desc,{peril_reduction:%s} генерації перегріву. {toughness_reduction:%s} відновлення щитів.
loc_talent_psyker_warpfire_generates_souls,Відроджений у вогні
loc_talent_psyker_warpfire_generates_souls_desc,Вбивство ворога за допомогою випалення душі має {chance:%s} ймовірності надати гравцеві заряд варпу.
loc_talent_psyker_warpfire_on_shout,Повзучі полум’я
loc_talent_psyker_warpfire_on_shout_desc,"{talent_name:%s} накладає {min_stacks:%s}{warpfire_stacks:%s} стаки випалення душі на уражені цілі, залежно від поточного перегріву."
loc_talent_psyker_warpfire_spread,Пожежа
loc_talent_psyker_warpfire_spread_desc,"Коли ворог гине під дією випалення душі, навколишні вороги отримують до {stacks:%s} стаків випалення душі. Вони не можуть отримати більше стаків, ніж мав померлий ворог."
loc_talent_psyker_weakspot_grants_crit,Точно в ціль
loc_talent_psyker_weakspot_grants_crit_once_description,Потрапляння у слабке місце {weakspot_hits:%s} разів надає наступній дальній атаці гарантований критичний удар. Може спрацювати лише раз на атаку.
loc_talent_ranged_damage_medium,Підсилення дальної шкоди
loc_talent_ranged_damage_medium_desc,{ranged_damage:%s} до шкоди дальнього бою.
loc_talent_stamina_low,Підсилення витривалості
loc_talent_stamina_low_desc,{stamina:%s} витривалості.
loc_talent_toughness_boost_medium,Підсилення щитів
loc_talent_toughness_boost_medium_desc,{toughness:%s} щитів.
loc_talent_toughness_damage_reduction_low,Зменшення шкоди по щитах
loc_talent_toughness_damage_reduction_low_desc,{toughness:%s} зменшення шкоди по щитах.
loc_talent_toughness_damage_reduction_medium,Зменшення шкоди по щитах
loc_talent_toughness_damage_reduction_medium_desc,{toughness:%s} зменшення шкоди по щитах.
loc_talent_warp_charge_low,Опір перегріву
loc_talent_warp_charge_low_desc,{warp_charge:%s} накопичення перегріву.
loc_talent_psyker_mark_increased_duration,Затяжний вплив
loc_talent_psyker_mark_increased_duration_description,Збільшує тривалість {talent_name:%s} з {duration_previous:%s}с до {duration_after:%s}с.
loc_talent_psyker_mark_increased_max_stacks,Перфекціонізм
loc_talent_psyker_mark_increased_max_stacks_description,Максимальна кількість стаків бонусу точності збільшується з {stacks_previous:%s} до {stacks_after:%s}.
loc_talent_psyker_mark_kills_can_vent,Викрадення провидіння
loc_talent_psyker_mark_kills_can_vent_description,"Вбивство ворогів, позначених {talent_name:%s}, має {chance:%s} ймовірності миттєво розсіяти {warp_charge_percentage:%s} перегріву."
loc_talent_psyker_mark_weakspot_stacks,Жорстока вдача
loc_talent_psyker_mark_weakspot_stacks_description,Вбивства у слабке місце надають {stacks:%s} додаткових стаків {talent_name:%s}.
loc_talent_psyker_marked_enemies_passive,Порушена доля
loc_talent_psyker_marked_enemies_passive_updated_desc,"Щосекунди вороги в радіусі {radius:%s}м мають шанс бути позначеними. Вбивство позначеного ворога відновлює {toughness:%s} щитів протягом {move_speed_duration:%s}с, надає {move_speed:%s} швидкості руху на {move_speed_duration:%s}с і додає бонус точності на {bonus_duration}с.

Кожен бонус точності надає {base_damage:%s} до шкоди, {crit_damage:%s} до критичної шкоди та {weakspot_damage:%s} до шкоди по слабких місцях. Бонус точності накопичується до {bonus_stacks:%s} разів, і коли дія закінчується, один стак знімається, а тривалість оновлюється."
loc_talent_psyker_reload_speed_warp,Впевненість у зброї
loc_talent_psyker_reload_speed_warp_desc,"{reload_speed:%s} до швидкості перезарядки, якщо рівень перегріву нижчий за {threshold:%s}. Під час перезарядки генерує до {warp_charge:%s} перегріву залежно від відсотка відновленого магазину."
loc_talent_psyker_toughness_on_melee_description,Вбивства у ближньому бою по слабких місцях відновлюють {toughness:%s} щитів протягом {duration:%s}с. Успішні атаки у ближньому бою миттєво відновлюють {instant_toughness:%s} щитів.
loc_talent_psyker_warp_charge_generation_generates_toughness,Витрати варпу
loc_talent_psyker_2_combat,Гнів псайкінетика
loc_talent_psyker_aura_reduced_ability_cooldown,Прискорення
loc_talent_psyker_aura_reduced_ability_cooldown_description,{cooldown_reduction:%s} скорочення перезарядки здібності для гравця та союзників у єдності.
loc_talent_psyker_shout_ability_description,"Вивільнення хвилі енергії варпу, що збиває з рівноваги ворогів перед. Знижує перегрів на {warpcharge_vent:%s}.

Базова перезарядка: {cooldown:%s}с."
loc_talent_psyker_force_field_charges_description,{talent_name:%s} тепер має до {max_charges:%s} зарядів.
loc_talent_psyker_force_field_dome_increased_cd_desc,"{talent_name:%s} тепер створює сферичний щит, що триває {duration:%s}с, але перезарядку збільшено до {cooldown:%s}с."
