key,value
loc_acid_dogs_imperial_guard_helmet_06_a_necromunda_04_a_var_01,Шолом мілітарум з маскою протектус (попелястий камуфляж)
loc_acid_dogs_imperial_guard_helmet_06_a_necromunda_04_a_var_01_desc,"Оброблений хімікатами шолом Мілітаруму (попелясте камуфлювання) та повномаскова маска «Протектус», створена для кращого захисту у корозійних атмосферах. Використовувався під час широко відомго Штурму Ноктурнуса.  "
loc_acid_dogs_imperial_guard_helmet_06_a_necromunda_04_c_var_01,Шолом Мілітаруму з маскою Протектус (Бойова Тінь Темнолісу)
loc_acid_dogs_imperial_guard_helmet_06_a_necromunda_04_c_var_02,Шолом Мілітаруму з маскою Протектус (Ваді)
loc_acid_dogs_imperial_guard_helmet_06_a_necromunda_04_c_var_03,Шолом Мілітаруму з маскою Протектус (Піски Гіріон)
loc_acid_dogs_imperial_guard_helmet_06_b_var_01,Шолом Аклис Мк Ie Жорсткий дах
loc_acid_dogs_imperial_guard_helmet_06_b_var_01_desc,Ланцюговий захисник шиї був доданий попереднім власником. Хай він послужить тобі краще.  
loc_acid_dogs_sergeant_ripper_lowerbody_a_var_01,Шкіряний комбінезон та протез кінцівки Мк IV «Ахабіан».  
loc_acid_dogs_sergeant_ripper_lowerbody_a_var_01_desc,"Добре змащений і доглянутий біонік — гордість будь-якого солдата Астра Мілітарум. Через зношення, пошкодження та періодичні збої необхідний базовий мех-ремонт, щоб кінцівка залишалася справною в польових умовах.  "
loc_acid_dogs_sergeant_ripper_lowerbody_a_var_02,Аугметичний імплант типу Ефестус
loc_acid_dogs_sergeant_ripper_lowerbody_a_var_02_desc,"Стильний і функціональний протез ноги. Досить радикальне рішення для зламаного пальця, але Кралл наполягав, що це найкращий варіант.  "
loc_adamant_headgear_01_b_var_01,Патрульний шолом Арбітра з піднятим візором
loc_adamant_headgear_01_var_01,Патрульний шолом Арбітра (Люцис)
loc_adamant_headgear_01_var_02,Патрульний шолом Арбітра (Ноктіс)
loc_adamant_headgear_02_var_01,Шолом Проктора Арбітрів
loc_adamant_headgear_03_var_01,Маска «Ревелатум» Арбітра (Ноктіс)
loc_adamant_headgear_04_var_01,Маска «Малокатор» Арбітра
loc_adamant_headgear_04_var_01_desc,"«Малокатори діють із крижаним спокоєм під вогнем, вивчаючи докази через свій верискантний багатолінзовий модуль і сповіщаючи загін про слабкості ворога»."
loc_adamant_headgear_05_var_01,Офіцерський шолом Арбітра (Люцис)
loc_adamant_headgear_05_var_02,Офіцерський шолом Арбітра (Ноктіс)
loc_adamant_headgear_06_var_01,Каптур Арбітра каратель
loc_adamant_headgear_07_var_01,Шолом Арбітра з вокс-підсилювачем (Люцис)
loc_adamant_headgear_07_var_02,Шолом Арбітра з вокс-підсилювачем (Ноктіс)
loc_adamant_lowerbody_a_var_01,Патрульна роба Арбітра (Люцис)
loc_adamant_lowerbody_a_var_02,Патрульна роба Арбітра (Ноктіс)
loc_adamant_lowerbody_b_var_01,Спеціальна роба Арбітра (Люцис)
loc_adamant_lowerbody_b_var_02,Спеціальна роба Арбітра (Ноктіс)
loc_adamant_lowerbody_c_var_01,Офіцерська роба Арбітра (Люцис)
loc_adamant_lowerbody_c_var_02,Польова уніформа Арбітра (ноктіс)
loc_adamant_lowerbody_d_var_01,Роби «Ревелатум» Арбітра (Люцис)
loc_adamant_lowerbody_e_var_01,Польовий комплект Проктора Арбітрів
loc_adamant_upperbody_a_var_01,Патрульна броня Арбітра (Люцис)
loc_adamant_upperbody_a_var_02,Патрульна броня Арбітра (Ноктіс)
loc_adamant_upperbody_b_var_01,Спеціальна броня Арбітра (Люцис)
loc_adamant_upperbody_b_var_02,Спеціальна броня Арбітра (Ноктіс)
loc_adamant_upperbody_c_var_01,Ветеранська броня Арбітра (Люцис)
loc_adamant_upperbody_c_var_02,Ветеранська броня Арбітра (Ноктіс)
loc_adamant_upperbody_d_var_01,Броня «Ревелатум» Арбітра з плащем прихованих операцій (Люцис)
loc_adamant_upperbody_e_var_01,Панцир Проктора Арбітрів
loc_aquila_circlet_a_var_01,Обруч «Шануй Імперіум»  
loc_aquila_circlet_a_var_01_desc,Імператор має завжди бути на першому місці у твоїх думках.  
loc_arches_01,Незламність  
loc_arches_01_desc,Хай ідуть. Ти витримаєш будь-яку бурю.  
loc_arches_02,Ухильний
loc_arches_02_desc,Перше правило війни: не дай у себе влучити.  
loc_astra_a_01_headgear_rebreather_02_a_var_01,Респіратор зразка «Гнозис» із нашийником Псайкани  
loc_astra_a_01_headgear_rebreather_02_a_var_01_desc,"Функціональний респіратор, поєднаний із нашийником Псайкани з нефарбованого металу — для тих, хто цурається показного одягу.  "
loc_astra_a_01_headgear_safety_goggles_a_var_01,Нашийник Псайкани зразка «Мельхіор»  
loc_astra_a_01_headgear_safety_goggles_a_var_01_desc,"Практичне, без надмірностей спорядження. Захисні окуляри проти спалахів дають певне полегшення від пекучих енергій Варпу.  "
loc_astra_a_01_headgear_set_01,Нашийник Псайкани «Ілліссі» Мк IIa  
loc_astra_a_01_headgear_set_01_bioniceye_b_02_var_01,Окулярний Аугметик «Ексфоріатор» із нашийником Псайкани  
loc_astra_a_01_headgear_set_01_bioniceye_b_02_var_01_desc,"Дехто стверджує, що ефірна проводка в цих імплантах дарує користувачеві більшу ясність, коли він пронизує завісу Імматаріуму. Втім, жоден із псайкерів, обтяжених цими болісними аугметиками, ніколи не підтвердив цього твердження.  "
loc_astra_a_01_headgear_set_01_desc,"Більшість спорядження псайкера створена, щоб нагадувати про його інакшість. Адже їм ніколи не можна довіряти цілковито.  "
loc_astra_a_01_headgear_set_04,Нашийник Псайкани «Ілліссі» Мк IIz  
loc_astra_a_01_headgear_set_04_desc,Золотий нашийник означає статус у деяких полках. У більшості ж — це лише мрія мародера.  
loc_astra_a_01_lowerbody_set_01,Бойове спорядження Псайкани «Ілліссі» Мк IIIa  
loc_astra_a_01_lowerbody_set_01_desc,"Іноді кров відпирається, іноді простіше пофарбувати одяг заново.  "
loc_astra_a_01_lowerbody_set_05,Бойове спорядження Псайкани «Ілліссі» Мк IVc  
loc_astra_a_01_lowerbody_set_05_desc,"На маленькій етикетці всередині, що вже вицвіла, написано: «Власність Ордо Мілітум».  "
loc_astra_a_02_headgear_catachan_headgear_a_blindfold_var_01,Пов’язка Провидця з нашийником Псайкани  
loc_astra_a_02_headgear_catachan_headgear_a_blindfold_var_01_desc,"Ті, кого благословлено зором Варпу, часто відмовляються користуватися власними очима, покладаючись натомість на глибшу істину, яку споглядають у своєму розумі.  "
loc_astra_a_02_headgear_catachan_headgear_a_blindfold_var_02,Окуляр Провидця з псайкана-коміром (камуфляж «Трясинні Дебрі»)
loc_astra_a_02_headgear_catachan_headgear_a_blindfold_var_03,Окуляр Провидця з псайкана-коміром (помаранчевий)
loc_astra_a_02_headgear_genestealer_cults_04_b_var_01,Броньований нашийник Псайкани (Крижаний Скорбот)  
loc_astra_a_02_headgear_genestealer_cults_04_b_var_01_desc,"Посилений нашийник Псайкани, що забезпечує додатковий захист ціною зниженої рухливості та обмеженого периферійного зору.  "
loc_astra_a_02_headgear_genestealer_cults_04_b_var_02,Броньований нашийник Псайкани (Патинована Мідь)  
loc_astra_a_02_headgear_genestealer_cults_04_b_var_02_desc,Розум без мети блукає в темних місцях.  
loc_astra_a_02_headgear_set_01,Нашийник Псайкани «Обскурус» Мк Ie  
loc_astra_a_02_headgear_set_01_desc,"Світ-Кузня Обскурус колись постачав більшість спорядження для Моебіанського Домініону, та ті часи давно минули.  "
loc_astra_a_02_headgear_set_02,Нашийник Псайкани «Обскурус» Мк If  
loc_astra_a_02_headgear_set_02_desc,"«Вага нашийника нагадує мені про інші тягарі. Ті, яких ти, мій неосвічений грубіяне, ніколи не поділиш.  
Примаріс-Псайкер Геннері Вос (покійний)»  "
loc_astra_a_02_headgear_set_03,Нашийник Псайкани «Обскурус» Мк In  
loc_astra_a_02_headgear_set_03_desc,"Попри свій вигляд, цей нашийник майже не забезпечує захисту. Зрештою, ніколи не знаєш, коли доведеться стратити псайкера.  "
loc_astra_a_02_lowerbody_set_02,Одяг Псайкани «Ілліссі» Мк Vc  
loc_astra_a_02_lowerbody_set_02_desc,"У лівій кишені лежала підписана боргова розписка. Здається, попередній власник мав значні борги перед Гелловетт.  "
loc_astra_a_02_lowerbody_set_03,Одяг Псайкани «Ілліссі» Мк Vd  
loc_astra_a_02_lowerbody_set_03_desc,"Не надто гарний, зате значно кращий, ніж шкутильгати на тричі поранених дерев’яних ногах.  "
loc_astra_a_02_lowerbody_set_04,Одяг Псайкани «Ілліссі» Мк Vf  
loc_astra_a_02_lowerbody_set_04_desc,"Іноді наколінник — помічник, а іноді — суцільна незручність.  "
loc_astra_a_02_lowerbody_set_06,Наколінник Робітника Мануфакторуму  
loc_astra_a_02_lowerbody_set_06_desc,У мануфакторумах Вулика не бракує нещасних випадків. Не багатьом робітникам щастить отримати аугметичне удосконалення.  
loc_astra_a_04_coated_headgear_set_01,Керуючий Черепний Ковпак із нашийником Псайкани  
loc_astra_a_04_coated_headgear_set_01_desc,"Арканні кола схем пронизують мозок псайкера, допомагаючи йому бодай частково стримувати вируючі енергії Варпу.  "
loc_astra_a_04_coated_headgear_set_02,Черепний контрольний каптур з коміром Псайкани (камуфляж «Вогняні пустки»)
loc_astra_a_04_coated_headgear_set_03,Черепний контрольний каптур з коміром Псайкани (камуфляж «Крижаний смуток»)
loc_astra_a_04_coated_headgear_set_04,Черепний контрольний каптур з коміром Псайкани (камуфляж «Монтар»)
loc_astra_a_04_headgear_set_01,Шолом для медитацій Псайкани «Ілліссі» Мк IVa  
loc_astra_a_04_headgear_set_01_desc,"«Улюблений псайкерами, які бояться втратити контроль. Може кріпити психічні демпфери та обмежувачі настрою, щоб полегшити тягар перенапруженого розуму, що боїться блукати. Якщо внутрішні провідники починають шипіти — будь насторожі...

Схопи нитки майбутнього!»  "
loc_astra_a_04_headgear_set_02,Черепний шолом для медитацій Псайкани «Ілліссі» Мк IVc  
loc_astra_a_04_headgear_set_02_desc,"«Навіщо ці шипи, мій дорогий дурнику? Я з радістю поясню… тільки підійди трохи ближче…

Устас Забутий»  "
loc_astra_a_04_lowerbody_set_01,Бойовий однострій Псайкера Муніторуму (Кісткові Піски)  
loc_astra_a_04_lowerbody_set_01_desc,Моебіанський Домініон сповнений старим кадійським спорядженням. Історія не зберегла пояснення чому.  
loc_astra_a_04_lowerbody_set_02,Бойовий костюм псайкера Муніторум (кадіанський 110-й)
loc_astra_a_04_lowerbody_set_02_desc,"Часто лагоджений, але все ще придатний до служби. Якби ж ти міг сказати те саме про себе.  "
loc_astra_a_04_lowerbody_set_03,Бойовий однострій Псайкера Муніторуму (Міський Камуфляж)  
loc_astra_a_04_lowerbody_set_03_desc,"Ти не раз замислювався, чи існує ідеальний баланс між модою та бойовою готовністю. Справді, ти знайшов відповідь.  "
loc_astra_a_04_lowerbody_set_04,Бойовий однострій Псайкера Муніторуму (Сонячно-Обпалений Камуфляж)  
loc_astra_a_04_lowerbody_set_04_desc,Одна штанина трохи довша за іншу. Варто б віддати на підгонку.  
loc_astra_a_04_lowerbody_set_06,Бойовий однострій Псайкера Муніторуму (Крижана Скорбота)  
loc_astra_a_04_lowerbody_set_06_desc,"Їхній білий камуфляж ідеальний для зимових кампаній, але швидко забруднюється у задвірках Вулика.  "
loc_astra_a_06_lowerbody_set_01,Парадне вбрання Псайкера Ґлоріана  
loc_astra_a_06_lowerbody_set_01_desc,Якщо вже помирати — то принаймні виглядати при цьому неперевершено.  
loc_astra_a_06_lowerbody_set_02,Парадне вбрання Псайкера «Доблесть»  
loc_astra_a_06_lowerbody_set_02_desc,"Ті, хто добровільно беруть псайкерів до своєї свити, часто забезпечують їх розкішним одягом — на відображення власної (вищої) цінності.  "
loc_astra_a_06_lowerbody_set_05,Парадне вбрання Псайкера «Славетний»  
loc_astra_a_06_lowerbody_set_05_desc,"Важко сказати, що саме в цьому вбранні є справді величним, але, вочевидь, його колишній власник щиро його любив.  "
loc_astra_a_06_lowerbody_set_06,Парадне вбрання Псайкера «Палій» 
loc_astra_a_06_lowerbody_set_06_desc,"«Остерігайся підступної спокуси владою. Вогонь, що нищить твоїх ворогів, може розгорітися й обернутися проти тих, кого ти прагнеш захистити».  

Леді Астерія, лекторка Школастії Псайкани "
loc_astra_a_07_lowerbody_set_01,Парадне вбрання Псайкера «Славетна Велич»
loc_astra_a_07_lowerbody_set_01_desc,"Мало придатне як броня... але з огляду на ту зброю, що вживається в цій галактиці, можливо, краще зберегти власну спритність.  "
loc_astra_a_07_lowerbody_set_03,Парадне вбрання Псайкера «Велич Доблесті»  
loc_astra_a_07_lowerbody_set_03_desc,"Стильне, легке в догляді та стійке до вітру. Ідеальне для псайкера, що перебуває в бігах.  "
loc_astra_b_headgear_set_01,Нашийник Ковену Псайкани «Обскурус» Мк Xa  
loc_astra_b_headgear_set_01_desc,"«Не має значення, у якій формі ти служиш і які клятви даєш. Відьма завжди залишиться загрозою.  

Комісар Аркврайт Станніш»  "
loc_astra_b_headgear_set_01_mouth_cover_01_var_01,Церемоніальний нашийник Псайкани Вартового  
loc_astra_b_headgear_set_01_mouth_cover_01_var_01_desc,"Вартові Братства часто покликані захищати своїх підопічних, що завдає великого виснаження як тілу, так і душі. Ці нашийники дарують хоч невеликий захист від жахіть, що чекають за завісою.  "
loc_astra_b_headgear_set_01_rebreather_02_b_var_01,Респіратор «Гонорум» Мк XII із нашийником Псайкани  
loc_astra_b_headgear_set_01_rebreather_02_b_var_01_desc,"«Ігноруй голоси, що кличуть тебе, сплітаючи оповіді про незбагненні дива. Почути їх — означає бути приреченим.  
— Леді Воренсіс, Майстерка Дисципліни Сколастики Псайкани, М39»  "
loc_astra_b_headgear_set_05,Нашийник Ковену Псайкани «Обскурус» Мк IX  
loc_astra_b_headgear_set_05_desc,"Подейкують, що коммодор Гелловетт здобула його вкрай нечесними засобами — тож у цьому немає нічого дивного.  "
loc_astra_b_lowerbody_set_01,Бойовий однострій Псайкера «Морґейн» Мк III (Кадійський 802-й)  
loc_astra_b_lowerbody_set_01_desc,"Спорядження зразка «Морґейн» дешеве у виробництві, але незмінно служить довше, ніж його власник... з тієї чи іншої причини.  "
loc_astra_b_lowerbody_set_02,Бойовий однострій Псайкера «Морґейн» Мк III (Кадійський 110-й)  
loc_astra_b_lowerbody_set_02_desc,"Псайкери цінують, коли їм видають форму, що відповідає їхньому полку. Це не повністю запобігає дружньому вогню, але бодай трохи допомагає.  "
loc_astra_b_lowerbody_set_03,Бойовий однострій Псайкера «Морґейн» Мк III (Міський Камуфляж)  
loc_astra_b_lowerbody_set_03_desc,Практичне вбрання для практичного воїна.  
loc_astra_b_lowerbody_set_05,Бойовий однострій Псайкера «Морґейн» Мк III (Болотяно-Джунглевий Камуфляж)  
loc_astra_b_lowerbody_set_05_desc,Однострій ветерана з довгої та виснажливої кампанії.  
loc_astra_b_lowerbody_set_06,Бойовий однострій Псайкера «Морґейн» Мк III (Кам’янистий Камуфляж)  
loc_astra_b_lowerbody_set_06_desc,"Стандартне вбрання санкціонованого псайкера, прикріпленого до військових операцій.  "
loc_astra_c_lowerbody_set_03,Штани псайкера «Покута»  
loc_astra_c_lowerbody_set_03_desc,"Не видно крові, але крики вони не заглушать.  "
loc_astra_d_lowerbody_set_01,Ліврея псайкера «Демагог»  
loc_astra_d_lowerbody_set_01_desc,Око — не рідкісний символ серед псайкерів. Дехто носить його з гордістю. Інших ним таврують.  
loc_astra_d_lowerbody_set_03,Ліврея псайкера «Ексфоріатор»  
loc_astra_d_lowerbody_set_03_desc,"Псайкер, що шукає порятунку від фанатиків, сам ставши фанатиком, рідко досягає своєї мети.  "
loc_astra_d_lowerbody_set_04,Ліврея псайкера «Сангвін»  
loc_astra_d_lowerbody_set_04_desc,"Криваво-червоний — завжди популярний колір... з причин, у які не завжди варто вдаватись.  "
loc_astra_d_lowerbody_set_05,Штани торговця
loc_astra_d_lowerbody_set_05_desc,"Практичне, зношене від негоди вбрання.  "
loc_astra_d_lowerbody_set_06,Розкішні бойові штани  
loc_astra_d_lowerbody_set_06_desc,Пурпуровий колір символізує багатство й владу ще з найдавніших цивілізацій. Ці штани демонструють усім твою важливість і статус.  
loc_astra_e_lowerbody_set_01,Регалії псайкера Ґлоріана  
loc_astra_e_lowerbody_set_01_desc,"Саморобне вбрання рідко буває таким непрактичним, як здається. Цей екземпляр — виняток із правила.  "
loc_astra_e_lowerbody_set_02,Штани капера  
loc_astra_e_lowerbody_set_02_desc,"Можливо, це було законно — а можливо, й ні, — але попередній власник займався своєю справою з ентузіазмом.  "
loc_astra_e_lowerbody_set_06,Бортові штани  
