key,value
loc_archive_servitor_a__task_complete_a_04,Завдання виконано. Усі процедури завершено.
loc_archive_servitor_a__task_complete_a_05,"Завершено, як вказано інструкціями."
loc_barber_a__barber_distance_01,Чи можу бути корисним?
loc_barber_a__barber_distance_02,Тобі не завадило б змінити стиль.
loc_barber_a__barber_distance_03,Бажаєш чогось трохи інакшого?
loc_barber_a__barber_distance_04,"Виглядаєш так, наче щойно з каторжного корабля. Дозволь допомогти з цим."
loc_barber_a__barber_distance_05,"У тебе зовсім немає стилю, але я можу це виправити."
loc_barber_a__barber_distance_06,Поглянь на себе. Я зроблю тебе набагато кращим...
loc_barber_a__barber_distance_07,Тобі потрібен цирульник. Не бійся...
loc_barber_a__barber_distance_08,Якщо коли-небудь обірванцю і потрібен був цирульник — то саме тобі...
loc_barber_a__barber_distance_09,"Не лякайся ножиць. У мене рука тверда, обіцяю."
loc_barber_a__barber_distance_10,Підходь! Підходь! Нове обличчя! Нова зачіска!
loc_barber_a__barber_distance_11,Твій ніс можна трохи підправити.
loc_barber_a__barber_distance_12,"Я можу зробити, щоб ти виглядав як герой!"
loc_barber_a__barber_distance_13,У всьому Імперіумі не знайдеш кращої аугметики — обіцяю!
loc_barber_a__barber_distance_14,"Ти! Так, ти! Дозволь щось зробити з тими вухами!"
loc_barber_a__barber_distance_15,Не бійся! Я можу подарувати тобі цілком новий вигляд. Хе.
loc_barber_a__barber_distance_16,"Потрібна невеличка корекція? Прошу, заходь!"
loc_barber_a__barber_distance_17,Трохи підправитись? Я знайду для тебе час.
loc_barber_a__barber_distance_18,Мене підтримує сам Ґрендил — тож ножицям моїм можна довіряти.
loc_barber_a__barber_distance_19,"У тебе зовсім немає стилю, але я можу це виправити."
loc_barber_a__barber_distance_20,Послуги цирульника! Стрижки! Корекція обличчя! Тіломистецтво!
loc_barber_a__barber_goodbye_01,Повертайся будь-коли.
loc_barber_a__barber_goodbye_02,У мене завжди відчинено.
loc_barber_a__barber_goodbye_03,Вже йдеш?
loc_barber_a__barber_goodbye_04,Передай друзям... якщо вони в тебе є.
loc_barber_a__barber_goodbye_05,Ти не мусиш іти... якщо тільки не хочеш.
loc_barber_a__barber_goodbye_06,"Усе гарне колись закінчується, еге ж?"
loc_barber_a__barber_goodbye_07,Повертайся.
loc_barber_a__barber_goodbye_08,Скоро знову побачимось.
loc_barber_a__barber_goodbye_09,Ти повернешся. Усі завжди повертаються.
loc_barber_a__barber_goodbye_10,Будь обережним. Тут крутиться повно темних типів.
loc_barber_a__barber_goodbye_11,Обережніше там унизу. Єретики не знаються на стилі.
loc_barber_a__barber_goodbye_12,Було приємно поговорити.
loc_barber_a__barber_goodbye_13,"Гадаю, ми ще побачимось."
loc_barber_a__barber_goodbye_14,"Сподіваюся, ти не надовго?"
loc_barber_a__barber_goodbye_15,Ага. Уже йдеш?
loc_barber_a__barber_goodbye_16,Куди така поспішність?
loc_barber_a__barber_goodbye_17,Бувай. Обов’язково повертайся.
loc_barber_a__barber_goodbye_18,Якщо вже мусиш іти — то давай.
loc_barber_a__barber_goodbye_19,"Гаразд, не буду тебе затримувати."
loc_barber_a__barber_goodbye_20,"Побачимось знову, я певен."
loc_barber_a__barber_hello_01,Вітаю.
loc_barber_a__barber_hello_02,Ага... Новий клієнт.
loc_barber_a__barber_hello_03,Не хвилюйся. Обидві ноги залишу однакової довжини.
loc_barber_a__barber_hello_04,Наскільки ти прив’язаний до своїх рук?
loc_barber_a__barber_hello_06,Вітаю.
loc_barber_a__barber_hello_07,Чим можу прислужитися?
loc_barber_a__barber_hello_08,Задоволення служити... різати... зшивати...
loc_barber_a__barber_hello_09,"Хе. Я знав, що ти з’явишся."
loc_barber_a__barber_hello_10,Ага-га. І чим я можу допомогти?
loc_barber_a__barber_hello_11,"Радий, що вирішив завітати."
loc_barber_a__barber_hello_12,Ага... Так. Тобі справді потрібні мої послуги.
loc_barber_a__barber_hello_13,І що бажаєш?
loc_barber_a__barber_hello_14,Трохи зняти зверху... чи щось радикальніше?
loc_barber_a__barber_hello_15,А! Клієнт. Сідай.
loc_barber_a__barber_hello_16,Ще один клієнт. Сьогодні день жвавий.
loc_barber_a__barber_hello_17,"День метушливий, але, гадаю, знайду для тебе хвильку."
loc_barber_a__barber_hello_18,"Погляньмо, що можна з тобою зробити."
loc_barber_a__barber_hello_19,Хе. Я тебе вже зачекався.
loc_barber_a__barber_hello_20,Підготовимо тебе підкорювати світ. Будь-який світ.
loc_barber_a__barber_intro_a_01,"Мене звати Кралл. Оска Кралл. Я спеціалізуюсь на нових поглядах на життя. Не подобаються вуха, волосся чи ніс?"
loc_barber_a__barber_intro_b_01,Я можу це виправити... за певну ціну. Зроблю тебе головною темою балачок на Зорі.
loc_barber_a__barber_intro_c_01,А от із характером — сам розбирайся.
loc_barber_a__barber_intro_d_01,"Я вправний, але не творю дива... що б там не казала Гелловетт."
loc_barber_a__barber_purchase_01,"Так... Гадаю, з тобою можна працювати."
loc_barber_a__barber_purchase_02,Відмінний вибір.
loc_barber_a__barber_purchase_03,"О, виглядаєш напрочуд ефектно."
loc_barber_a__barber_purchase_04,Тобі заздритимуть усі на Зорі.
loc_barber_a__barber_purchase_05,Хіба не чудово виглядає?
loc_barber_a__barber_purchase_06,Не рухайся. Не хочемо ж нещасних випадків.
loc_barber_a__barber_purchase_07,"Що ж, про смаки не сперечаються."
loc_barber_a__barber_purchase_08,"Знаєш, це доволі популярний вибір."
loc_barber_a__barber_purchase_09,"Цікаво... хоча, певен, тебе помітять."
loc_barber_a__barber_purchase_10,"О так, я завжди насолоджуюсь цим варіантом."
loc_barber_a__barber_purchase_11,"Будь ласка, не кричи. У мене ніжна вдача."
loc_barber_a__barber_purchase_12,"Ні... Ні... Гадаю, виглядатиме цілком добре."
loc_barber_a__barber_purchase_13,"Не те, що обрав би я, але ти ж клієнт."
loc_barber_a__barber_purchase_14,Досить... незвичний вибір.
loc_barber_a__barber_purchase_15,О так. Це буде добре.
loc_barber_a__barber_purchase_16,"Як скажеш, начальнику."
loc_barber_a__barber_purchase_17,"Гаразд, почнімо, еге ж?"
loc_barber_a__barber_purchase_18,"Хе. Я ж думав, саме цього ти й хотів."
loc_barber_a__barber_purchase_19,"Приємно обслуговувати когось, хто знає, чого прагне."
loc_barber_a__barber_purchase_20,"Справді? Ну, завжди можна спробувати ще раз."
loc_barber_a__hub_intro_barber_a_01,"А, привіт, друже! Тож ти отримав моє запрошення?"
loc_barber_a__hub_intro_barber_b_01,"Навіть у вирі війни все не зводиться лише до маршів, стрілянини й криків, знаєш. Мистецтву теж є місце, га?"
loc_barber_a__hub_intro_barber_c_01,"Оска Кралл не працює ні з пергаментом, ні з холодним каменем — ні-ні-ні."
loc_barber_a__hub_intro_barber_d_01,"Я творю з крові й кісток. Здираю плотську ілюзію, щоб відкрити сяючу істину всередині."
loc_barber_a__hub_intro_barber_e_01,Так багато істин. Так важко підняти їх на поверхню... але я не зупиняюсь. Ремесло того вимагає.
loc_barber_a__hub_intro_barber_f_01,Разом ми зробимо з тебе шедевр. Побачиш.
loc_barber_a__hub_intro_barber_g_01,"А якщо не вдасться? ... Що ж, завжди є завтра."
loc_barber_a__hub_rumour_escalation_01_a_01,"Як на мою думку, війна надовго не залишиться стриманою."
loc_barber_a__hub_rumour_escalation_01_a_02,"Це війна. Війна не закінчується — вона тільки загострюється. І поширюється, чуєш, що я кажу?"
loc_barber_a__hub_rumour_escalation_01_a_03,"Щодня приходить більше солдатів. Добре для бізнесу, погано для бійців, га?"
loc_barber_a__hub_rumour_escalation_01_a_04,Битву можна стримувати лише деякий час. А потім... бух! Війна повсюди.
loc_barber_a__hub_rumour_escalation_01_a_05,Запам’ятай мої слова — це лише початок.
loc_barber_a__hub_rumour_escalation_01_a_06,"Де, кажеш, це все скінчиться? Скажу тобі: новими боями. Ось де."
loc_barber_a__hub_rumour_escalation_01_a_07,"Сьогодні битва, завтра — війна... і де тому край?"
loc_barber_a__hub_rumour_escalation_01_a_08,"Щодня все похмуріше. Більше розброду, як я бачу."
loc_barber_a__hub_rumour_escalation_01_a_09,"Кілька місяців тому казали, що все це скінчиться за тижні."
loc_barber_a__hub_rumour_escalation_01_a_10,Стане лише гірше. Ліпше звикнути.
loc_barber_a__hub_rumour_farewell_a_01,"Тримай вуха навостро. Я не думаю, що тут усе так, як здається."
loc_barber_a__hub_rumour_farewell_a_02,"Я б сказав «будь обережним, друже», але... хе."
loc_barber_a__hub_rumour_farewell_a_03,Побачимось знову. І ти повернешся — гарантую.
loc_barber_a__hub_rumour_farewell_a_04,"Точно не хочеш, щоб я прибрав тобі кілька років зверху? Ех, як знаєш."
loc_barber_a__hub_rumour_farewell_a_05,"Завжди до послуг — медичні процедури, омолоджуючі обробки й усі свіжі новини."
loc_barber_a__hub_rumour_farewell_a_06,"Не вмирай там, га? Я можу впоратись із більшістю пошкоджень, але смерть важче полагодити. [гучний сміх]"
loc_barber_a__hub_rumour_farewell_a_07,"Якщо знайдеш у нижньому вулику трохи амасеку — можемо поторгуватись, еге ж?"
loc_barber_a__hub_rumour_farewell_a_08,"Обов’язково повертайся. Твої кредити тут завжди раді бачити. І будь-який rahzvod, що знайдеш."
loc_barber_a__hub_rumour_farewell_a_09,"Ну, рушай тоді. Не хвилюйся, я тут залишусь. А куди ж іще мені йти?"
loc_barber_a__hub_rumour_farewell_a_10,Розважайся. Хоч це й недоречно казати? Тоді все одно — розважайся!
loc_barber_a__hub_rumour_hub_crew_01_a_01,"Я б не довіряв Гадроні більше, ніж зможу її жбурнути. А це, між іншим, недалеко."
loc_barber_a__hub_rumour_hub_crew_01_a_02,Навіть медичні сервітори щось приховують.
loc_barber_a__hub_rumour_hub_crew_01_a_03,"Я б не довіряв нічому, що Мелк виставив на продаж. Хто знає, з якого резервуару воно випало?"
loc_barber_a__hub_rumour_hub_crew_01_a_04,"Капітанка корабля виглядає непогано. Але я міг би зробити, щоб вона виглядала ще краще."
loc_barber_a__hub_rumour_hub_crew_01_a_05,Морро не завадило б пройти омолоджування. Він виглядає виснаженим.
loc_barber_a__hub_rumour_hub_crew_01_a_06,Маю велику повагу до тієї милої пілотки. Вона розумна. Дуже розумна.
loc_barber_a__hub_rumour_hub_crew_01_a_07,"Щодо Інквізитора — не маю думки, принаймні такої, щоб озвучити вголос."
loc_barber_a__hub_rumour_hub_crew_01_a_08,"Мені подобається Морро. Відчуваю, що ми з одного тіста."
loc_barber_a__hub_rumour_hub_crew_01_a_10,"Найкраща порада щодо спілкування з Інквізитором — тримай голову низько. Дуже низько. Між колінами, якщо можливо."
loc_barber_a__hub_rumour_moebian_fringe_01_a_01,"На Моебіанському Кордоні нема на що дивитись, окрім трупів, і нема чим зайнятись, окрім як померти."
loc_barber_a__hub_rumour_moebian_fringe_01_a_02,"Моебіанський Кордон. Приходиш за жахом — залишайся, бо станеш його частиною."
loc_barber_a__hub_rumour_moebian_fringe_01_a_03,Якби в галактики було пахвове місце — це був би Моебіанський Кордон.
loc_barber_a__hub_rumour_moebian_fringe_01_a_04,"Я ніколи не був на Моебіанському Кордоні. Але навіть чуток достатньо, щоб туди не поткнутись."
loc_barber_a__hub_rumour_moebian_fringe_01_a_05,"Хочеш дізнатись, що таке Моебіанський Кордон? Зазирни до відходосховища — миттєва симуляція."
loc_barber_a__hub_rumour_moebian_fringe_01_a_06,Навіть бактерії прагнуть утекти з Кордону.
loc_barber_a__hub_rumour_moebian_fringe_01_a_07,"Хочеш побачити, як виглядає справжнє пекло? Прямуй на Моебіанський Кордон."
loc_barber_a__hub_rumour_moebian_fringe_01_a_08,Із Моебіанського Кордону ніколи не виходило нічого доброго.
loc_barber_a__hub_rumour_moebian_fringe_01_a_09,Поглянь у словник на слово «похмурість» — там буде Моебіанський Кордон.
loc_barber_a__hub_rumour_moebian_fringe_01_a_10,"Моебіанський Кордон — похмурий. Заражений. Не найкраще місце ні для перебування, ні для походження."
loc_barber_a__hub_rumour_politics_01_a_01,"Ох, знать. Вони встромлять тобі ніж у спину щойно поглянуть. Зате добре витрачають гроші. Марнославні."
loc_barber_a__hub_rumour_politics_01_a_02,"Панські роди сваряться як діти, хто важливіший. Насправді ж — жоден із них."
loc_barber_a__hub_rumour_politics_01_a_03,Політика — жалюгідний видовищний спорт у виконанні невмілих учасників.
loc_barber_a__hub_rumour_politics_01_a_04,Лорд Марґрейв — поганий знак. Найгірший із можливих.
loc_barber_a__hub_rumour_politics_01_a_05,"Моя порада — відкинутись і спостерігати, як знать б’ється за першість."
loc_barber_a__hub_rumour_politics_01_a_06,"Чим вища знать, тим далі їм падати."
loc_barber_a__hub_rumour_politics_01_a_07,"Лорд Марґрейв не служить жодним інтересам, окрім власних."
loc_barber_a__hub_rumour_politics_01_a_08,«Союзники знаті» — це протиріччя в самих термінах.
loc_barber_a__hub_rumour_politics_01_a_09,"Знать — це не лише титул. Це також те, що ти робиш."
loc_barber_a__hub_rumour_politics_01_a_10,"Ех, політика не годиться для цікавих пліток. А от що витворяє знать..."
loc_barber_a__hub_rumour_traitor_01_a_01,"Відтоді як посилили охорону, бізнес упав. Поганий бізнес, чи не так?"
loc_barber_a__hub_rumour_traitor_01_a_02,"Кажуть, щось дивне насувається. Насувається? Та байдуже. Щось знаєш про це?"
loc_barber_a__hub_rumour_traitor_01_a_03,Речі зникають. Хто намагатиметься вкрасти мої інструменти — для них це не скінчиться добре.
loc_barber_a__hub_rumour_traitor_01_a_04,Патрулі посилено. Охорону посилено. Перевірка запасів. Погані часи. Дуже погані.
loc_barber_a__hub_rumour_traitor_01_a_05,"Не довіряй нікому. Окрім мене. Я — цілком надійний, хе."
loc_barber_a__hub_rumour_traitor_01_a_06,Довіритись не тій людині один раз — прикрість. Зроби це вдруге — й навряд чи матимеш шанс утретє.
loc_barber_a__hub_rumour_traitor_01_a_07,"Кілька людей зникли. Нам постійно кажуть, що нема про що турбуватись. Тож ми турбуємось."
loc_barber_a__hub_rumour_traitor_01_a_08,Якщо безпеку посилять ще трохи — усі тут задихнемось.
loc_barber_a__hub_rumour_traitor_01_a_09,"Очі повсюди, і не всі вони приязні. Будь обережним."
loc_barber_a__hub_rumour_traitor_01_a_10,"Межа між безпекою й параноєю дуже тонка, якщо мене спитати."
loc_barber_a__hub_rumour_wolfer_01_a_01,"Вульфер... Вульфер... о, ти б не повірив, що я про нього чув."
loc_barber_a__hub_rumour_wolfer_01_a_03,"Де проблеми — там зазвичай і Вульфер. Не завжди, але переважно."
loc_barber_a__hub_rumour_wolfer_01_a_04,Вульфер — це клопіт. І цього знання цілком достатньо.
loc_barber_a__hub_rumour_wolfer_01_a_05,"Кажуть, найкраща стратегія проти Вульфера — це не стояти навпроти нього, розумієш?"
loc_barber_a__hub_rumour_wolfer_01_a_06,"Авжеж, я чую різне про Вульфера. Але деякі речі не повторю навіть я."
loc_barber_a__hub_rumour_wolfer_01_a_08,Комусь на кшталт Вульфера потрібні навколо лише розхідні люди.
loc_barber_a__hub_rumour_wolfer_01_a_09,"Я міг би розповісти все, що знаю про Вульфера, але знаю небагато."
loc_barber_a__hub_rumour_wolfer_01_a_10,"Вульфер? Вульфер. О так, я чув про нього. І про його зграю фанатиків. Без подробиць, звісно."
loc_barber_a__info_event_almost_done_a_01,Майже готово!
loc_barber_a__info_event_almost_done_a_02,Ще трішки...
loc_barber_a__info_event_almost_done_a_03,Майже закінчено. Чудово!
loc_barber_a__info_event_almost_done_a_04,Продовжуй! Залишилось небагато!
loc_barber_a__info_event_one_down_a_01,Є один!
loc_barber_a__info_event_one_down_a_02,Гарний початок!
loc_barber_a__info_event_one_down_a_03,"Перший крок — найважчий, еге?"
loc_barber_a__info_event_one_down_a_04,Ми рушили!
loc_barber_a__mission_raid_city_view_b_01,"Такі вулиці ніколи не бувають настільки тихими, як здаються."
loc_barber_a__mission_raid_city_view_b_02,"Спокій на поверхні, але це ненадовго."
loc_barber_a__mission_raid_city_view_b_03,"Усе це — лише маска, що приховує гниль, яка пожирає зсередини."
loc_barber_a__mission_raid_closer_a_01,Ти вже ближче. Я майже чую запах забороненої торгівлі...
loc_barber_a__mission_raid_closer_a_02,Так... Ти на правильному шляху. Незаконні оборудки — куди не глянь.
loc_barber_a__mission_raid_closer_a_03,Ти вже на сліду. У мене особливе чуття на заборонену торгівлю. Сам установив!
loc_barber_a__mission_raid_closer_c_01,Щоправда. Але маю гарне передчуття.
loc_barber_a__mission_raid_closer_c_02,"Життя надто коротке, щоб бути циніком. Я вірю у твою команду."
loc_barber_a__mission_raid_closer_c_03,"Усе буде гаразд. Я майже певен, що ми на правильному шляху."
loc_barber_a__mission_raid_den_ambush_ended_b_01,"Так, вона мало не пустила сльозу."
loc_barber_a__mission_raid_den_ambush_ended_b_02,Хитра пастка. Я навіть трохи заздрю.
loc_barber_a__mission_raid_den_ambush_ended_b_03,"Я ж попереджав тебе. Навіщо мене брати, якщо не слухаєш?"
loc_barber_a__mission_raid_den_entrance_a_01,Ага! Ось воно.
loc_barber_a__mission_raid_den_entrance_a_02,Оце те місце.
loc_barber_a__mission_raid_den_entrance_a_03,Та корчма. Саме вона.
loc_barber_a__mission_raid_den_entrance_a_04,"Ота корчма, он там."
loc_barber_a__mission_raid_den_entrance_c_01,"Розташування зручне, але не надто помітне. Химерне, але нічого особливого."
loc_barber_a__mission_raid_den_entrance_c_02,"Усе вкрите слизом Слінкерів. Треба знати, на що дивитися. І мати правильні очі."
loc_barber_a__mission_raid_den_entrance_c_04,Ти сам це сказав: у мене нюх на такі речі. Обрав це спеціально. Хе-хе.
loc_barber_a__mission_raid_den_locked_door_b_01,Щось занадто легко. Я б ніколи не залишив свою майстерню на стільки вразливою.
loc_barber_a__mission_raid_den_locked_door_b_02,"Тобі не здається, що повинно бути більше захисту? Здається, все занадто легко."
loc_barber_a__mission_raid_den_locked_door_b_03,"Якщо ми так близько, чому єретики не б'ються завзятіше?"
loc_barber_a__mission_raid_production_habs_b_01,"Нічого поганого в тому, щоб мріяти масштабно."
loc_barber_a__mission_raid_production_habs_b_02,"Ах, що б я міг робити з такими установками..."
loc_barber_a__mission_raid_production_habs_b_03,З прибутком усе можливе.
loc_barber_a__mission_raid_production_habs_hurry_02_a_01,"Надзвичайно не санітарно. Ви ніколи не застанете мене, виконуючи мою роботу в таких умовах."
loc_barber_a__mission_raid_production_habs_hurry_02_a_02,"Протікаючі стіни, цвіль... вся ця бруднота. Від цього свербить шкіра."
loc_barber_a__mission_raid_production_habs_hurry_02_a_03,Це аж ніяк не стерильні умови. Чистота не коштує нічого.
loc_barber_a__mission_raid_production_habs_hurry_02_c_01,"На жаль, приречений я на вічне нерозуміння."
loc_barber_a__mission_raid_production_habs_hurry_02_c_02,"Нелюб'язно, Слідча. Дуже нелюб'язно."
loc_barber_a__mission_raid_production_habs_hurry_02_c_03,Художник за життя не цінується.
loc_barber_a__mission_raid_production_habs_hurry_03_a_01,"Я б не чекав більше несподіванок за ""замкненими дверима"". Вони не очікували, що ви дійдете так далеко."
loc_barber_a__mission_raid_production_habs_hurry_03_a_02,"Га! Здається, вони не готові до вас. Яке ганебне приниження."
loc_barber_a__mission_raid_production_habs_hurry_03_a_03,Жоден шанований злочинець не дозволить своїм ворогам так глибоко зайти у свою схованку. Таке я чув.
loc_barber_a__mission_raid_production_lab_destroy_mid_a_01,Це їх на довго не зупинить. Вони відновляться.
loc_barber_a__mission_raid_production_lab_destroy_mid_a_02,Єретики обов'язково відновляться. Я б теж так зробив.
loc_barber_a__mission_raid_production_lab_destroy_mid_a_03,Кілька вибухів не зупинять цю операцію.
loc_barber_a__mission_raid_production_lab_scan_mid_a_01,"Ці установки можуть і не бути найкращими, але вони дуже практичні."
loc_barber_a__mission_raid_production_lab_scan_mid_a_02,Справді дивовижні ці імпровізовані ремонти установок.
loc_barber_a__mission_raid_production_lab_scan_mid_a_03,"Така примітивна техніка, але єретики змогли її запустити. Вражає."
loc_barber_a__mission_raid_safe_zone_a_01,"Не хочу нарікати, але я все ще не розумію, для чого я тут."
loc_barber_a__mission_raid_safe_zone_a_02,Не те щоб я відмовлявся допомагати... але чому я тут?
loc_barber_a__mission_raid_safe_zone_a_03,"Я завжди радий допомогти Інквізиції, звісно, але чому зараз?"
loc_barber_a__mission_raid_safe_zone_c_01,"Я цілком законний бізнесмен, Слідча."
loc_barber_a__mission_raid_safe_zone_c_02,Неприязно. Дуже неприязно. Я — основоположник поваги.
loc_barber_a__mission_raid_safe_zone_c_03,Хтось знову розповсюджує про мене брехню. [Зітхання] Незадоволені клієнти та пліткарі.
loc_barber_a__mission_raid_safe_zone_e_01,"Лише сподіваюсь, що це не займе багато часу. У мене є тіло... тобто клієнт... чекає на столі."
loc_barber_a__mission_raid_safe_zone_e_02,"Такий напружений день. Нічого, я впевнений, начальство зрозуміє."
loc_barber_a__mission_raid_safe_zone_e_03,Час вибраний не найкращий. Проте завжди приємно служити.
loc_barber_a__mission_raid_streets_b_01,"Захисний рекет залишається захисним рекетом. Без різниці, хто його робить."
loc_barber_a__mission_raid_streets_b_02,Надія коштує дорого на таких вулицях. Вірність ще дорожча.
loc_barber_a__mission_raid_streets_b_03,"Легше підкоритись і сподіватись на спасіння, я припускаю."
loc_barber_a__mission_rise_airlock_ponderings_b_01,Сховище за моїм кабінетом. Морроу не знайде мене там.
loc_barber_a__mission_rise_airlock_ponderings_b_02,"Сповідальниця. Останнє місце, де Морроу шукатиме мене."
loc_barber_a__mission_rise_airlock_ponderings_b_03,"Один із таємних відсіків Гелловетти. На жаль, повітря тут дуже розріджене."
loc_barber_a__mission_rise_banter_one_a_01,"Знаєте, це б могло відбуватися швидше, якби у вас усіх були довші ноги."
loc_barber_a__mission_rise_banter_one_a_02,"Чи важка ця зброя? Може, я міг би зробити щось корисне для ваших рук."
loc_barber_a__mission_rise_banter_one_a_03,"Ваша точність могла б бути кращою. Можливо, я маю саме ті очі для прицілу, що вам потрібні."
loc_barber_a__mission_rise_banter_three_a_01,"Я думав, що це вже скінчиться. Може, я трохи відпочину."
loc_barber_a__mission_rise_banter_three_a_02,"Ви ще не закінчили?... Хоча я не скаржуся, зрозумійте."
loc_barber_a__mission_rise_banter_three_a_03,"Усе це дуже пожвавлює, але забирає багато часу. Можете прискоритись?"
loc_barber_a__mission_rise_banter_two_a_01,"Виглядаєте втомленими. Можливо, я міг би щось покращити для вас?"
loc_barber_a__mission_rise_banter_two_a_02,Так багато єретиків... Це дуже ускладнює життя чесним бізнесменам.
loc_barber_a__mission_rise_banter_two_a_03,Ці єретики справді не розуміють натяків?
loc_barber_a__mission_rise_blast_gate_a_01,"Ці кляті ворота щільно зачинені... але я впевнений, що ви зможете їх відкрити."
loc_barber_a__mission_rise_blast_gate_a_02,"Кляті ворота не виглядають наче зараз відкриються, чи не так?"
loc_barber_a__mission_rise_blast_gate_a_03,"Ага, єретики зачинили довбані ворота. Потрібна інша ідея."
loc_barber_a__mission_rise_demolisher_a_01,"Шкода, що цистерна зачинена. Там могли б ще бути... корисні приколюхи."
loc_barber_a__mission_rise_demolisher_a_02,"Я все ще кажу, що танк із плоті та кісток був би практичнішим, ніж з металу."
loc_barber_a__mission_rise_demolisher_a_03,"Ти скажеш мені, якщо побачиш якісь придатні до використання частини тіла? Вони завжди корисні."
loc_barber_a__mission_rise_elevator_conversation_01_b_01,Він не видавався особливо гнучким.
loc_barber_a__mission_rise_elevator_conversation_02_b_01,Що якщо це не спрацює? Це лише ще більше розлютить його.
loc_barber_a__mission_rise_elevator_conversation_03_a_01,Морроу - дуже дратівлива людина.
loc_barber_a__mission_rise_elevator_conversation_03_c_01,"Якось мені здається, що це дійсно так, але хай буде по-твоєму."
loc_barber_a__mission_rise_end_event_complete_b_01,Просто достав пакунок до валькірії. Я займуся рештою... і не кажи нічого Морроу.
loc_barber_a__mission_rise_end_event_complete_b_02,"Доти, поки ти доставляєш пакунок до валькірії, я можу впоратися з рештою. І жодного слова Морроу!"
loc_barber_a__mission_rise_end_event_complete_b_03,"І пам'ятай: Морроу не повинен знати про це. Просто залиш пакунок на валькірії та тримай язик за зубами, усьок?"
loc_barber_a__mission_rise_end_event_corruptor_one_b_01,Неправда! Якась... сутність втручається в системи.
loc_barber_a__mission_rise_end_event_corruptor_one_b_02,"Не я! Ауспекс показує, що тут є демонічна сутність!"
loc_barber_a__mission_rise_end_event_corruptor_one_b_03,Ауспекс виявляє демонічну присутність... і це зовсім не про мене!
