key,value
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_34_b_01,"Яке співпадіння. Якось я зустріла псайкера, який бачив, як вибухнула голова Арбітра."
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_34_d_01,"Особливо, коли вони разом."
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_35_b_01,Тільки якщо ти зробиш це вартим мого часу. Тут у тебе немає влади. Ха!
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_35_d_01,"[Передражнює] Справді, так і буде."
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_36_a_01,"Ти й той інший Гнобитель, вічно рахуєте свої вбивства. Це по-дитячому."
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_36_c_01,Так. Я переконана. Справді.
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_37_a_01,"Який ти похмурий хлопець. Якщо будеш хмуритися ще сильніше, твоє обличчя складеться навпіл."
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_37_c_01,"Добре мати цілі, до яких прагнеш. Продовжуй намагатися."
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_39_a_01,Чому ти постійно так на мене дивишся?
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_39_c_01,Мене більше турбують наміри твого Вбивце-пса щодо мене.
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_40_a_01,"Чи бачила я, як Огрін намагався погладити твого Вбивце-пса? Знаєш, того однорукого Огріна?"
loc_psyker_female_a__adamant_male_a_psyker_bonding_conversation_40_c_01,"Це також закінчиться жахом, запам'ятай мої слова."
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_31_b_01,"Я не така. Просто я дію на рівні, який твій жалюгідний, тупий розум не здатен осягнути."
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_31_d_01,Я так і збиралася.
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_32_b_01,"Я тримала свої думки при собі. Здається, це сприймається краще, ніж висловлювати їх уголос."
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_32_d_01,Навіть не уявляю чому...
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_33_b_01,"Так. Будуй свій ідеальний порядок, але дивись під ноги: там багато трупів."
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_33_d_01,А. То ти лицемір і до того ж дурень?
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_34_b_01,"Я впевнена. І ти б був, якби не спав на брифінгу."
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_34_d_01,Ти хропів. Наче несправний двигун.
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_35_b_01,"... сказав він, і сам же висловив думку."
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_35_d_01,"... продовжив він, надимаючись від незаслуженої гордості за власну кмітливість."
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_36_a_01,Твій Вбивце-пес ніколи не виглядає спокійним на валькірії. 
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_36_c_01,Саме це я й мала на увазі. Уся кров відливає від твого обличчя.
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_37_a_01,Мені нудно. 
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_37_c_01,Рано чи пізно все стає рутиною. 
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_40_a_01,Варто бути добрішим до огрінів. Вони на тебе рівняються.
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_40_c_01,Річ у тоні твого голосу. Впевненість їх надихає.
loc_psyker_female_a__adamant_male_b_psyker_bonding_conversation_40_e_01,"Прошу тебе. Подумай, з ким говориш."
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_31_a_01,"Тобі варто розширити свої горизонти. Життя більше, ніж тебе вчили."
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_31_c_01,Передбачувано обмежена відповідь.
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_32_a_01,Деякі з нас не дуже заслуговують на довіру.
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_32_c_01,"Я не це мала на увазі. Я мала на увазі тебе. Звідки мені знати, що ти не накинешся на мене?"
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_33_a_01,"Важко не відчувати, що за тобою стежать, коли в команді є Гнобитель."
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_33_c_01,Це не дуже заспокоїло.
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_34_a_01,Краще б я загинула на бастіоні Танкред.
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_34_c_01,Я здивована це чути. Хіба це не означало б здатися?
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_35_a_01,"Я думаю, ти пригнічуєш багато особистих проблем. Тому ти такий злий."
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_35_c_01,"Так... Мабуть, це правда. Передавати свою травму іншим — це майже як лікування."
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_36_b_01,"Багато хто так казав, а я все ще тут."
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_36_d_01,Я лише намагаюся передати тобі їхній досвід.
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_37_b_01,Перше я вже роблю. Другого я б воліла уникнути.
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_37_d_01,"Якщо ти називаєш небажання помирати ""боягузтвом"", то, мабуть, так."
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_38_b_01,Тому що я справді не хочу вибухнути. 
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_38_d_01,"Припустимо, що це правда... тоді має більше сенсу зробити так, щоб це тривало довше, так?"
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_39_b_01,"Я не знала, що ти мене взагалі попереджав."
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_39_d_01,Типова логіка Гнобителя. Ха!
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_40_b_01,"Висока похвала, справді. Твоє крижане серце тане?"
loc_psyker_female_a__adamant_male_c_psyker_bonding_conversation_40_d_01,"Я не відчуваю себе дуже похваленою. Ну що ж, іншим разом."
loc_psyker_female_a__alerted_2_enemy_daemonhost_01,Запізно!
loc_psyker_female_a__alerted_2_enemy_daemonhost_02,Воно прокинулося!
loc_psyker_female_a__alerted_2_enemy_daemonhost_03,Воно наближається!
loc_psyker_female_a__alerted_2_enemy_daemonhost_04,Воно голодне!
loc_psyker_female_a__alerted_2_enemy_daemonhost_05,Воно жадає!
loc_psyker_female_a__alerted_2_enemy_daemonhost_06,Воно хоче твою душу!
loc_psyker_female_a__alerted_2_enemy_daemonhost_07,Воно жадає твоєї душі!
loc_psyker_female_a__alerted_2_enemy_daemonhost_08,Ти кретин!
loc_psyker_female_a__alerted_2_enemy_daemonhost_09,Що ви накоїли?
loc_psyker_female_a__alerted_2_enemy_daemonhost_10,Імбецил!
loc_psyker_female_a__alerted_enemy_daemonhost_01,Досить!
loc_psyker_female_a__alerted_enemy_daemonhost_02,Ні!
loc_psyker_female_a__alerted_enemy_daemonhost_03,Не смій!
loc_psyker_female_a__alerted_enemy_daemonhost_04,Недоумок!
loc_psyker_female_a__alerted_enemy_daemonhost_05,"Зупинись, кретин!"
loc_psyker_female_a__alerted_enemy_daemonhost_06,Ви його розбудите!
loc_psyker_female_a__alerted_enemy_daemonhost_07,Не привертай його погляд!
loc_psyker_female_a__alerted_enemy_daemonhost_08,Не дай йому себе побачити!
loc_psyker_female_a__alerted_enemy_daemonhost_09,Не розбудіть його!
loc_psyker_female_a__alerted_enemy_daemonhost_10,Припиніть! Негайно!
loc_psyker_female_a__almost_there_01,[Важке дихання] Нарешті...
loc_psyker_female_a__almost_there_02,[Важке дихання] Не лишайте мене...
loc_psyker_female_a__almost_there_03,[Важке дихання] Я витримаю...
loc_psyker_female_a__almost_there_04,[Важке дихання] Будь прокляті ці чоботи...
loc_psyker_female_a__almost_there_05,[Важке дихання] Скільки ж доводиться бігати...
loc_psyker_female_a__asset_foul_smoke_01,"[Швидке, болісне дихання]"
loc_psyker_female_a__asset_foul_smoke_02,[Кашель] Огидно...
loc_psyker_female_a__asset_foul_smoke_03,[Кашель] Це отруйно...
loc_psyker_female_a__asset_foul_smoke_04,[Болісне дихання] Яка мерзота...
loc_psyker_female_a__asset_grease_pit_01,"Що ж, це виглядає абсолютно огидно. Постарайтеся не впасти всередину."
loc_psyker_female_a__asset_grease_pit_02,"Якщо ви гепнетесь у цю жижу, я вас звідти не витягатиму."
loc_psyker_female_a__asset_nurgle_growth_01,"Ну, це виглядає абсолютно гидко."
loc_psyker_female_a__asset_nurgle_growth_02,"Навіть для цього місця це мерзенна аберація, вам не здається?"
loc_psyker_female_a__asset_nurgle_growth_03,"Справді огидно. Прямо як манери ""бовдура""."
loc_psyker_female_a__asset_nurgle_growth_04,"О, фізичне виверження психічної турбулентності. Захоплююче."
loc_psyker_female_a__asset_nurgle_growth_05,"Ну, це огидно. Але хіба тут знайдеться щось інше?"
loc_psyker_female_a__asset_sigil_01,Тож це місце колись було консульством? І як добре їм послужили їхні правила та приписи?
loc_psyker_female_a__asset_sigil_02,"Атомське консульство. Наче подорожі мають бути чиєюсь справою, крім самого мандрівника."
loc_psyker_female_a__asset_unnatural_dark_a_01,Темрява. [Фиркання] Ну звісно.
loc_psyker_female_a__asset_unnatural_dark_a_02,"О, чудово. Світло згасло."
loc_psyker_female_a__asset_unnatural_dark_a_03,Світло згасло. Хіба в цьому місці хоч щось працює?
loc_psyker_female_a__asset_unnatural_dark_a_04,Тут дуже похмуро попереду.
loc_psyker_female_a__asset_unnatural_dark_b_01,Як я маю в цьому щось бачити?
loc_psyker_female_a__asset_unnatural_dark_b_02,Я зараз вдарюся мізинцем ноги. Я це просто знаю.
loc_psyker_female_a__asset_unnatural_dark_b_03,Там попереду може бути що завгодно.
loc_psyker_female_a__asset_unnatural_dark_b_04,Я так і знав! Хтось от-от заведе нас у пастку!
loc_psyker_female_a__away_from_squad_01,Ах. Наодинці.
loc_psyker_female_a__away_from_squad_02,Де ці недоумки?
loc_psyker_female_a__away_from_squad_03,"Вони всі розійшлися хто куди, от і все."
loc_psyker_female_a__away_from_squad_04,Що це вони собі надумали?
loc_psyker_female_a__away_from_squad_05,Недоумки? Ви де?
loc_psyker_female_a__away_from_squad_06,Терро! Куди вони всі поділися?
loc_psyker_female_a__away_from_squad_07,"Здається, я наодинці."
loc_psyker_female_a__away_from_squad_08,"Наодинці, але не самотньо… і точно не в безпеці…"
loc_psyker_female_a__away_from_squad_09,"Ах. Можливо, мені варто знайти інших."
loc_psyker_female_a__away_from_squad_10,"Чому я наодинці? Я впевнений, що це не моя провина."
loc_psyker_female_a__blitz_brainburst_chain_a_01,Лопнув!
loc_psyker_female_a__blitz_brainburst_chain_a_02,Такий крихітний мозок був від самого початку...
loc_psyker_female_a__blitz_brainburst_chain_a_03,Який безлад...
loc_psyker_female_a__blitz_brainburst_chain_a_04,Мені справді не варто було б отримувати від цього насолоду...
loc_psyker_female_a__blitz_brainburst_chain_a_05,Ні розуму. Ні почуттів. Ні голови.
loc_psyker_female_a__blitz_shards_chain_a_01,Хто ще хоче подарунок?
loc_psyker_female_a__blitz_shards_chain_a_02,Які чудові іграшки!
loc_psyker_female_a__blitz_shards_chain_a_03,Я міг би займатися цим цілий день!
loc_psyker_female_a__blitz_shards_chain_a_04,"Хто хоче пограти в ""квача""?"
loc_psyker_female_a__blitz_shards_chain_a_05,Я приніс гостинці...
loc_psyker_female_a__blitz_smite_chain_a_01,"Так, це шокує, чи не так?"
loc_psyker_female_a__blitz_smite_chain_a_02,Відчуваєш поколювання?
loc_psyker_female_a__blitz_smite_chain_a_03,Яка сила! Яка насолода!
loc_psyker_female_a__blitz_smite_chain_a_04,Безмежна! Довершена!
loc_psyker_female_a__blitz_smite_chain_a_05,Від мене — тобі!
loc_psyker_female_a__bonding_conversation_exile_b_01,"Дійсно, Родичу... але з іншого боку, вони взагалі майже нічого не розуміють. Насправді я бачив, як один із цих Бузувірів ледь не задихнувся на смерть, намагаючись дихати."
loc_psyker_female_a__bonding_conversation_hammersmith_belligerent_a_01,"Ти більш войовничий, ніж інші Огріни. Я схвалюю."
loc_psyker_female_a__bonding_conversation_hammersmith_belligerent_c_01,Бачиш? Ти чудовий.
loc_psyker_female_a__bonding_conversation_hammersmith_belligerent_e_01,Так... Так... Емоційна відстороненість. Це... чудово.
loc_psyker_female_a__bonding_conversation_hammersmith_belligerent_g_01,Досконало!
loc_psyker_female_a__bonding_conversation_hammersmith_bigger_a_01,"Я чула, що інженер «Ранкової зорі» ще більший за тебе, Здоров'яго."
loc_psyker_female_a__bonding_conversation_hammersmith_bigger_c_01,"Якщо ти гарно попросиш, вони можуть зробити те ж саме для тебе."
loc_psyker_female_a__bonding_conversation_hammersmith_bigger_e_01,"Можливо, мені не варто було нічого казати."
loc_psyker_female_a__bonding_conversation_hammersmith_come_here_b_01,"Скажи йому, що він може долучитися, коли захоче!"
loc_psyker_female_a__bonding_conversation_hammersmith_come_here_d_01,"Скажи йому, хай прийде і скаже мені сам."
loc_psyker_female_a__bonding_conversation_hammersmith_dangerous_b_01,"Так, і ми найнебезпечніші істоти тут. Бва-ха-ха-ха-ха!"
loc_psyker_female_a__bonding_conversation_hammersmith_dangerous_d_01,"Цілком добре, дякую. Я просто рада, що жива."
loc_psyker_female_a__bonding_conversation_hammersmith_dead_a_01,"Ще один день, ще одне жалюгідне плентання на вірну смерть."
loc_psyker_female_a__bonding_conversation_hammersmith_dead_c_01,А якби й так?
loc_psyker_female_a__bonding_conversation_hammersmith_dreaming_a_01,"Ходімо, Посестро. Реальний світ кличе."
loc_psyker_female_a__bonding_conversation_hammersmith_dreaming_c_01,Ти змінив свою платівку.
loc_psyker_female_a__bonding_conversation_hammersmith_fun_b_01,"Звісно, це так. Усі дні жалюгідні."
loc_psyker_female_a__bonding_conversation_hammersmith_fun_d_01,Тут із самого початку було мало розваг.
loc_psyker_female_a__bonding_conversation_hammersmith_happy_a_01,"Ще один день, ще один похід на безглузду бійню."
loc_psyker_female_a__bonding_conversation_hammersmith_happy_c_01,"Не зовсім те, що я мала на увазі, але, гадаю, якщо ти щасливий, то ти щасливий."
loc_psyker_female_a__bonding_conversation_hammersmith_idiots_b_01,"Так, наші вороги мають самовпевненість, що межує з божевіллям."
loc_psyker_female_a__bonding_conversation_hammersmith_idiots_d_01,Вони ідіоти.
